PropertyName,MeanSale,MedianSale,MeanRental,MedianRental,%toBreakEven,NSale,NRental,NError,URL
Apartment Dahlia,301666.6666666667,300000.0,1200.0,1200.0,99.00990099009901,6,2,0,https://www.propertyguru.com.my/condo/apartment-dahlia-16418
Prima Tiara 1,319833.3333333333,300000.0,1123.6842105263158,1100.0,90.75907590759076,6,19,0,https://www.propertyguru.com.my/condo/prima-tiara-1-15309
Aman Putra Apartment,193500.0,197500.0,750.0,750.0,93.99674144629654,20,1,0,https://www.propertyguru.com.my/condo/aman-putra-apartment-1405
Quarza,983750.0,767500.0,2416.5555555555557,2500.0,80.62695520366368,4,9,0,https://www.propertyguru.com.my/condo/quarza-15299
Villa Mutiara @ Mutiara Complex,521923.07692307694,280000.0,1112.5,850.0,75.14144271570014,13,8,0,https://www.propertyguru.com.my/condo/villa-mutiara-mutiara-complex-5738
Residensi Solaris Parq,1138267.2222222222,950000.0,2650.0,2650.0,69.04637832204273,19,2,1,https://www.propertyguru.com.my/condo/residensi-solaris-parq-9933
Mutiara Fadason,136888.88888888888,140000.0,700.0,700.0,123.76237623762377,9,3,0,https://www.propertyguru.com.my/condo/mutiara-fadason-13517
Rimbun @ Embassy Row,8289473.684210527,5100000.0,15715.0,14000.0,67.947971267715,20,20,1,https://www.propertyguru.com.my/condo/rimbun-embassy-row-5942
2 Hampshire,2114000.0,2100000.0,7470.0,7250.0,85.45497406883547,20,20,0,https://www.propertyguru.com.my/condo/2-hampshire-29
202 DC (Desa Cahaya),1143500.0,1200000.0,4176.923076923077,4000.0,82.5082508250825,20,13,0,https://www.propertyguru.com.my/condo/202-dc-desa-cahaya-30
Angkasa Condominiums,398394.4,394000.0,1439.95,1499.5,94.20390008544003,20,20,0,https://www.propertyguru.com.my/condo/angkasa-condominiums-187
The Pines,546250.0,547500.0,1850.0,1900.0,85.89900085899001,4,6,0,https://www.propertyguru.com.my/condo/the-pines-134
Angkasa Impian 2,517300.0,530000.0,2175.0,2100.0,98.0758453203811,20,20,0,https://www.propertyguru.com.my/condo/angkasa-impian-2-146
Segar Apartments,315144.4,350000.0,893.6875,925.0,65.41725601131542,20,16,0,https://www.propertyguru.com.my/condo/segar-apartments-177
Segar Courts,595624.875,580000.0,2050.0,2050.0,87.48719699556163,8,2,0,https://www.propertyguru.com.my/condo/segar-courts-178
Sri Bahagia Court,278250.0,279000.0,883.3333333333334,900.0,79.84669434685404,4,3,0,https://www.propertyguru.com.my/condo/sri-bahagia-court-247
Suria Kipark Damansara,305850.0,300000.0,1071.0526315789473,1100.0,90.75907590759076,20,19,0,https://www.propertyguru.com.my/condo/suria-kipark-damansara-315
One Residency,937550.0,970000.0,2465.0,2600.0,66.34684086965397,20,20,0,https://www.propertyguru.com.my/condo/one-residency-284
The Nomad SuCasa,538900.0,515000.0,1757.5,1750.0,84.11035278285111,20,20,0,https://www.propertyguru.com.my/condo/the-nomad-sucasa-257
Nadia Parkhomes,1704500.0,1950000.0,3100.0,2800.0,35.54201574003554,20,9,0,https://www.propertyguru.com.my/condo/nadia-parkhomes-323
Idaman Residence @ KLCC,1311400.0,1350000.0,3909.9,3849.5,70.58122478914558,20,20,0,https://www.propertyguru.com.my/condo/idaman-residence-klcc-266
Apartment Bustan Shamelin,329000.0,329000.0,1294.9,1300.0,97.80613319690632,2,10,0,https://www.propertyguru.com.my/condo/apartment-bustan-shamelin-213
1 Sentul,537749.95,534000.0,1602.45,1500.0,69.52942485259763,20,20,0,https://www.propertyguru.com.my/condo/1-sentul-522
Anggun Puri,495050.0,467500.0,1409.95,1400.0,74.12505956478,20,20,0,https://www.propertyguru.com.my/condo/anggun-puri-505
The Maple Condominium,1039400.0,984000.0,4917.64705882353,3200.0,80.49585446349514,20,17,0,https://www.propertyguru.com.my/condo/the-maple-condominium-530
Amandari,590600.0,594500.0,1730.0,1700.0,70.78083754548709,20,5,0,https://www.propertyguru.com.my/condo/amandari-504
Changkat View Condominium,462550.0,462500.0,1547.5,1550.0,82.95424137008295,20,20,0,https://www.propertyguru.com.my/condo/changkat-view-condominium-506
Sri Suajaya Condominiums,387250.0,375000.0,1591.6666666666667,1675.0,110.56105610561056,20,6,0,https://www.propertyguru.com.my/condo/sri-suajaya-condominiums-529
Kondo Bukit Robson,947333.3333333334,935000.0,2176.470588235294,2000.0,52.9464711177,18,17,0,https://www.propertyguru.com.my/condo/kondo-bukit-robson-541
Waizuri 2,380000.0,380000.0,1300.0,1300.0,84.67952058363731,2,1,0,https://www.propertyguru.com.my/condo/waizuri-2-592
Astana,2000000.0,2000000.0,8500.0,8500.0,105.1980198019802,1,1,0,https://www.propertyguru.com.my/condo/astana-595
Dorchester Apartment,412000.0,333000.0,1203.5714285714287,1125.0,83.62322718758361,9,14,0,https://www.propertyguru.com.my/condo/dorchester-apartment-593
Mont Kiara Pines,834394.4,820000.0,2935.0,2950.0,89.04853900024149,20,20,0,https://www.propertyguru.com.my/condo/mont-kiara-pines-602
"Teratai Mewah (Block 15,17,19,21)",224500.0,225000.0,832.5,800.0,88.008800880088,6,8,0,https://www.propertyguru.com.my/condo/teratai-mewah-block-15-17-19-21-589
Mayfair Apartment (Sri Hartamas),293333.3333333333,285000.0,1189.3684210526317,1200.0,104.22094841063053,3,19,0,https://www.propertyguru.com.my/condo/mayfair-apartment-sri-hartamas-594
Menara Hartamas,1180000.0,1180000.0,2200.0,2200.0,46.14868266487665,1,2,0,https://www.propertyguru.com.my/condo/menara-hartamas-600
Endah Regal Condominium,348300.0,350000.0,1324.8,1290.0,91.23055162659122,20,20,0,https://www.propertyguru.com.my/condo/endah-regal-condominium-606
Petaling Indah Condominiums,286144.35,285000.0,1077.45,1100.0,95.53586937641133,20,20,0,https://www.propertyguru.com.my/condo/petaling-indah-condominiums-608
Melawati Hillside Apartment,413900.0,417500.0,1254.5454545454545,1250.0,74.10920732791841,20,11,0,https://www.propertyguru.com.my/condo/melawati-hillside-apartment-620
Desa View Towers Apartment,281964.1666666667,274394.5,1262.5,1250.0,112.75952710205905,18,4,0,https://www.propertyguru.com.my/condo/desa-view-towers-apartment-619
Seri Duta I,1288315.7894736843,1250000.0,4400.0,4800.0,95.04950495049505,19,5,0,https://www.propertyguru.com.my/condo/seri-duta-i-616
Endah Ria,395899.9,389999.5,1625.0,1600.0,101.54874659080231,20,20,0,https://www.propertyguru.com.my/condo/endah-ria-610
Desa Permai,620900.0,617500.0,1635.7142857142858,1500.0,60.127470236902234,10,7,0,https://www.propertyguru.com.my/condo/desa-permai-614
Seri Duta II,1383333.3333333333,1380000.0,5900.0,5900.0,105.82579997130148,3,2,0,https://www.propertyguru.com.my/condo/seri-duta-ii-617
Kemensah Villa Condominium,440450.0,400000.0,1400.0,1400.0,86.63366336633663,20,7,0,https://www.propertyguru.com.my/condo/kemensah-villa-condominium-621
Riana Green East,793950.0,725000.0,2844.95,2800.0,95.59576647319905,20,20,0,https://www.propertyguru.com.my/condo/riana-green-east-636
Metroview Condominium,452450.0,430000.0,1510.0,1450.0,83.46764909049044,20,20,0,https://www.propertyguru.com.my/condo/metroview-condominium-635
The Plaza Condominium,1476153.8461538462,1450000.0,3870.0,4000.0,68.28269033799931,13,10,0,https://www.propertyguru.com.my/condo/the-plaza-condominium-632
The Residence Condominium,1485000.0,1375000.0,3500.0,3500.0,63.006300630063,4,1,0,https://www.propertyguru.com.my/condo/the-residence-condominium-633
Villa Wangsamas,488150.0,487500.0,1877.5,1800.0,91.3937547600914,20,20,0,https://www.propertyguru.com.my/condo/villa-wangsamas-637
Desa Dua Aman Puri,259750.0,260000.0,855.0,800.0,76.16146230007617,20,14,0,https://www.propertyguru.com.my/condo/desa-dua-aman-puri-1555
Mutiara Magna,204578.94736842104,210000.0,775.2105263157895,750.0,88.40169731258841,19,19,0,https://www.propertyguru.com.my/condo/mutiara-magna-1556
Suria Jelatek Residence,514150.0,516000.0,1952.5,1950.0,93.54133087727377,20,20,0,https://www.propertyguru.com.my/condo/suria-jelatek-residence-1564
The Park Residences,1202625.0,1265000.0,4582.5,4350.0,85.11720737291121,20,20,0,https://www.propertyguru.com.my/condo/the-park-residences-1561
Mandy Court,318900.0,315000.0,1016.6666666666666,1000.0,78.57928650007858,10,3,0,https://www.propertyguru.com.my/condo/mandy-court-1557
i-Zen Kiara II,1227650.0,924000.0,3840.0,4000.0,107.15357250010715,20,20,0,https://www.propertyguru.com.my/condo/i-zen-kiara-ii-1559
Kiara Designer Suites,762050.0,730000.0,2755.0,2650.0,89.85487589854877,20,20,0,https://www.propertyguru.com.my/condo/kiara-designer-suites-1565
The Troika,6062016.0,3200000.0,8700.0,8250.0,63.81497524752475,20,20,0,https://www.propertyguru.com.my/condo/the-troika-1570
The Binjai,7099000.0,6075000.0,11800.0,12500.0,50.93101902782871,20,20,0,https://www.propertyguru.com.my/condo/the-binjai-1572
Sunway Vivaldi,2611725.0,2775000.0,10585.0,11000.0,98.11791990009812,20,20,0,https://www.propertyguru.com.my/condo/sunway-vivaldi-1575
Titiwangsa Sentral,560344.4,552500.0,1967.35,2000.0,89.60172035303077,20,20,0,https://www.propertyguru.com.my/condo/titiwangsa-sentral-1580
Binjai 8,1084852.9411764706,1050000.0,2473.0,2500.0,58.934464875058936,17,20,0,https://www.propertyguru.com.my/condo/binjai-8-1573
Parkview Service Apartment,516800.0,497000.0,1729.4,1650.0,82.17622567085682,20,20,0,https://www.propertyguru.com.my/condo/parkview-service-apartment-1578
Verticas Residensi,1586900.0,1500000.0,4905.0,4950.0,81.68316831683168,20,20,0,https://www.propertyguru.com.my/condo/verticas-residensi-1568
St Mary Residences,75776500.0,1925000.0,4340.0,3950.0,50.79079336505079,20,20,0,https://www.propertyguru.com.my/condo/st-mary-residences-1567
Cormar Suite,701825.0,725000.0,2896.25,2000.0,68.28269033799931,20,20,0,https://www.propertyguru.com.my/condo/cormar-suite-1569
Panorama (KLCC),1451223.0,1500000.0,3962.5,3900.0,64.35643564356435,20,20,0,https://www.propertyguru.com.my/condo/panorama-klcc-1571
One KL,4389585.7,3999999.5,13025.0,13000.0,80.44555461014977,20,20,0,https://www.propertyguru.com.my/condo/one-kl-1587
Continental Heights,566444.4444444445,510000.0,2000.0,2000.0,97.06853038245,9,1,0,https://www.propertyguru.com.my/condo/continental-heights-1592
Bintang Goldhill,1668125.0,1004000.0,4250.0,2650.0,65.3327284919727,16,20,0,https://www.propertyguru.com.my/condo/bintang-goldhill-1588
One Menerung,6674000.0,5225000.0,14077.5,13250.0,62.76943483822066,20,20,0,https://www.propertyguru.com.my/condo/one-menerung-1586
1 Petaling,360394.4,350000.0,1224.6,1200.0,84.86562942008486,20,20,0,https://www.propertyguru.com.my/condo/1-petaling-1590
Ceriaan Kiara,1110731.3,950000.0,3550.0,3550.0,92.4960917144346,20,20,0,https://www.propertyguru.com.my/condo/ceriaan-kiara-1589
Maytower,363600.0,324000.0,1347.45,1400.0,106.95513995844028,20,20,0,https://www.propertyguru.com.my/condo/maytower-1585
Aston Kiara 3,942333.3333333334,630000.0,2017.5,2300.0,90.36617947509036,15,20,0,https://www.propertyguru.com.my/condo/aston-kiara-3-1582
Platinum Hill PV 3,414350.0,420000.0,1431.578947368421,1400.0,82.5082508250825,20,19,0,https://www.propertyguru.com.my/condo/platinum-hill-pv-3-1595
Pantai Hillpark 2,455700.0,450000.0,1732.45,1700.0,93.5093509350935,20,20,0,https://www.propertyguru.com.my/condo/pantai-hillpark-2-1632
Pantai Hillpark 5,413152.0,415000.0,1753.8461538461538,1700.0,101.39568173684839,19,13,0,https://www.propertyguru.com.my/condo/pantai-hillpark-5-1634
Hampshire Place,864840.0,825000.0,2982.5,2800.0,84.00840084008402,20,20,0,https://www.propertyguru.com.my/condo/hampshire-place-1631
Pantai Hillpark 3,655125.0,609000.0,2175.0,2200.0,89.4178087759515,8,8,0,https://www.propertyguru.com.my/condo/pantai-hillpark-3-1633
Damansara Sutera,332000.0,329000.0,1185.7142857142858,1100.0,82.75903578199765,10,7,0,https://www.propertyguru.com.my/condo/damansara-sutera-1657
Mutiara Residency,1185546.4285714286,1210000.0,2202.45,2149.5,43.97144259880534,14,20,0,https://www.propertyguru.com.my/condo/mutiara-residency-1652
Desa Angkasa,1392400.0,1415000.0,3795.0,3500.0,61.22520379246406,20,20,0,https://www.propertyguru.com.my/condo/desa-angkasa-1679
Quadro Residences,2191740.0,2178500.0,7171.5,6750.0,76.69461001642969,20,20,0,https://www.propertyguru.com.my/condo/quadro-residences-1667
Villa Bukit Tunku,1325000.0,1325000.0,4200.0,4200.0,78.46067625630488,2,1,0,https://www.propertyguru.com.my/condo/villa-bukit-tunku-1687
Camellia Serviced Suites,644600.0,585000.0,2047.55,1900.0,80.3926546500804,20,20,0,https://www.propertyguru.com.my/condo/camellia-serviced-suites-1689
Lumayan Apartment (Bdr Tasik Permaisuri),352466.6666666667,359000.0,1239.8,1225.0,84.46178879726413,15,10,0,https://www.propertyguru.com.my/condo/lumayan-apartment-bdr-tasik-permaisuri-1692
Platinum Victory Lake City PV 13,537000.0,535000.0,1747.5,2000.0,92.53261774775609,20,20,0,https://www.propertyguru.com.my/condo/platinum-victory-lake-city-pv-13-1678
Sri Bukit Tunku,4860000.0,1745000.0,3659.090909090909,3800.0,53.90223836137196,4,11,0,https://www.propertyguru.com.my/condo/sri-bukit-tunku-1686
Plaza Menjalara,529050.0,520000.0,1633.1333333333334,1600.0,76.16146230007617,20,15,0,https://www.propertyguru.com.my/condo/plaza-menjalara-1699
Desa Eight,3515285.714285714,2160000.0,9000.0,9000.0,103.13531353135315,7,1,0,https://www.propertyguru.com.my/condo/desa-eight-1709
Sri Langit Kondominium,2148000.0,2100000.0,6375.0,6000.0,70.72135785007072,10,12,0,https://www.propertyguru.com.my/condo/sri-langit-kondominium-1708
Villa Puteri,2047650.0,541500.0,1877.35,1850.0,84.56524322792392,20,20,0,https://www.propertyguru.com.my/condo/villa-puteri-1718
The Vistana Residences,607950.0,639500.0,1837.5,1800.0,69.67076692031988,20,16,0,https://www.propertyguru.com.my/condo/the-vistana-residences-1719
The Palladium Condominium,684473.6842105263,450000.0,1733.35,1720.0,94.60946094609461,19,20,0,https://www.propertyguru.com.my/condo/the-palladium-condominium-1721
Kondominium Bistari Begonia,436666.6666666667,430000.0,1866.6666666666667,1800.0,103.6150126640571,3,3,0,https://www.propertyguru.com.my/condo/kondominium-bistari-begonia-1714
Kirana Residence,3021000.0,2100000.0,9542.857142857143,8500.0,100.18859028760018,20,14,0,https://www.propertyguru.com.my/condo/kirana-residence-1725
Menara City One Condominium,851750.0,580000.0,2266.6666666666665,2400.0,102.42403550699898,8,3,0,https://www.propertyguru.com.my/condo/menara-city-one-condominium-1722
Intan Apartment (Setiawangsa),637500.0,335000.0,1000.0,1000.0,73.88798581350672,10,1,0,https://www.propertyguru.com.my/condo/intan-apartment-setiawangsa-1729
Sri Kia Peng,1657142.857142857,1500000.0,4140.0,3550.0,58.580858085808586,7,10,0,https://www.propertyguru.com.my/condo/sri-kia-peng-1733
D'Mayang,1275000.0,1350000.0,3265.0,2950.0,54.08874220755409,18,20,0,https://www.propertyguru.com.my/condo/d-mayang-1724
Villa Putra,495500.0,400000.0,1461.0555555555557,1300.0,80.44554455445545,20,18,0,https://www.propertyguru.com.my/condo/villa-putra-1717
Kenanga Point,431400.0,390000.0,1590.0,1600.0,101.54861640010154,5,20,0,https://www.propertyguru.com.my/condo/kenanga-point-1741
Cheras Heights,572571.4285714285,590000.0,1600.0,1600.0,67.12535660345695,7,1,0,https://www.propertyguru.com.my/condo/cheras-heights-1730
Impian Kota,186666.66666666666,180000.0,1000.0,1000.0,137.5137513751375,3,1,0,https://www.propertyguru.com.my/condo/impian-kota-1738
Sri Kenny,2068400.0,1500000.0,6445.0,5650.0,93.23432343234323,20,20,0,https://www.propertyguru.com.my/condo/sri-kenny-1732
Menara Belfield Condominium,465000.0,465000.0,1650.0,1650.0,87.83136378153945,2,2,0,https://www.propertyguru.com.my/condo/menara-belfield-condominium-1739
Ixora Apartment (Jalan Tun Razak),339461.46153846156,330000.0,1500.0,1500.0,112.51125112511251,13,20,0,https://www.propertyguru.com.my/condo/ixora-apartment-jalan-tun-razak-1742
Menara Polo,539450.0,530000.0,1730.0,1600.0,74.72445357743321,20,20,0,https://www.propertyguru.com.my/condo/menara-polo-1744
Casa Idaman,411500.0,397500.0,1307.45,1300.0,80.95149137555265,20,20,0,https://www.propertyguru.com.my/condo/casa-idaman-1755
Bangunan Choo Cheng Khay,552249.875,550000.0,1824.875,1700.0,76.5076507650765,8,8,0,https://www.propertyguru.com.my/condo/bangunan-choo-cheng-khay-1740
Sri Mutiara,341987.55555555556,338000.0,1225.0,1200.0,87.87861034624171,9,4,0,https://www.propertyguru.com.my/condo/sri-mutiara-1749
Desa Pandan Delima Block J Apartment,347166.6666666667,357500.0,1500.0,1500.0,103.85653950010385,6,2,0,https://www.propertyguru.com.my/condo/desa-pandan-delima-block-j-apartment-1743
Sri Jati II (OKR),441150.0,450000.0,1412.5,1350.0,74.25742574257426,20,8,0,https://www.propertyguru.com.my/condo/sri-jati-ii-okr-1758
Pangsapuri Tulin,284000.0,297500.0,1170.0,1200.0,99.84191696480573,10,5,0,https://www.propertyguru.com.my/condo/pangsapuri-tulin-1759
"Bennington Residences @ SkyArena, Setapak",607263.1578947369,639000.0,2165.0,2200.0,85.21978958459226,20,20,1,https://www.propertyguru.com.my/condo/bennington-residences-skyarena-setapak-7499
Vista Angkasa,543200.0,395000.0,1640.0,1750.0,109.66286502067928,20,10,0,https://www.propertyguru.com.my/condo/vista-angkasa-1856
Bukit Desa Condominium,1027777.7777777778,690000.0,3333.3333333333335,2000.0,71.74630506528914,9,3,0,https://www.propertyguru.com.my/condo/bukit-desa-condominium-1857
28 Mont Kiara,2118571.4285714286,2100000.0,8100.0,7700.0,90.75907590759076,21,21,0,https://www.propertyguru.com.my/condo/28-mont-kiara-1878
9 Madge,3233997.0,3207500.0,9661.538461538461,9000.0,69.45355486444981,20,13,0,https://www.propertyguru.com.my/condo/9-madge-1881
231 TR,613500.0,600000.0,1774.95,1750.0,72.1947194719472,20,20,0,https://www.propertyguru.com.my/condo/231-tr-1877
11 Mont Kiara,3019000.0,2880000.0,10133.333333333334,10000.0,85.94609460946094,21,21,0,https://www.propertyguru.com.my/condo/11-mont-kiara-1874
Ampersand,2509250.0,2430000.0,8555.555555555555,8000.0,81.48963044452594,20,9,0,https://www.propertyguru.com.my/condo/ampersand-1884
20trees (The Apartment),1114400.0,1100000.0,3133.3333333333335,3200.0,72.007200720072,20,3,0,https://www.propertyguru.com.my/condo/20trees-the-apartment-1875
Seni Mont Kiara,3068000.0,2875000.0,9255.0,8750.0,75.3336203185536,20,20,0,https://www.propertyguru.com.my/condo/seni-mont-kiara-1890
Brunsfield EmbassyView,2118000.0,1600000.0,8219.95,4500.0,69.61633663366337,19,20,0,https://www.propertyguru.com.my/condo/brunsfield-embassyview-1888
Covillea @ Bukit Jalil,909857.1428571428,892500.0,2860.0,2950.0,81.81490417949358,14,20,0,https://www.propertyguru.com.my/condo/covillea-bukit-jalil-1891
Bintang Fairlane,720111.0555555555,660000.0,1867.45,1800.0,67.50675067506751,18,20,0,https://www.propertyguru.com.my/condo/bintang-fairlane-1887
First Residence,445300.0,435000.0,1604.5,1550.0,88.19847501991578,20,20,0,https://www.propertyguru.com.my/condo/first-residence-1897
Anggun Residences,1307621.3,1100000.0,2934.8,2450.0,55.13051305130513,20,20,0,https://www.propertyguru.com.my/condo/anggun-residences-1903
Icon Residence (Mont Kiara),1685344.4,1675000.0,3385.0,3100.0,45.810551204374164,20,20,0,https://www.propertyguru.com.my/condo/icon-residence-mont-kiara-1902
M City,767194.4,620000.0,1980.0,1825.0,72.86010859150431,20,20,0,https://www.propertyguru.com.my/condo/m-city-1907
K Residence @ Jalan Ampang KLCC,2933100.0,3000000.0,7710.0,7000.0,57.755775577557756,20,20,0,https://www.propertyguru.com.my/condo/k-residence-jalan-ampang-klcc-1904
Endah Promenade,527940.0,530000.0,1909.95,2000.0,93.40556697179153,20,20,0,https://www.propertyguru.com.my/condo/endah-promenade-1896
Kiara 9,1914300.0,1575000.0,6115.0,5250.0,82.5082508250825,20,20,0,https://www.propertyguru.com.my/condo/kiara-9-1906
Gallery @ U-Thant,3074000.0,3050000.0,11350.0,10000.0,81.15565654926147,20,20,0,https://www.propertyguru.com.my/condo/gallery-u-thant-1899
Panorama Residences @ Sentul,411249.85,400000.0,1440.0,1400.0,86.63366336633663,20,20,0,https://www.propertyguru.com.my/condo/panorama-residences-sentul-1912
The Elements @ Ampang,474575.0,481750.0,1903.8,1750.0,89.9155821134786,20,20,0,https://www.propertyguru.com.my/condo/the-elements-ampang-1927
Royal Regent (Sri Putramas 3),639400.0,620000.0,2239.95,2349.5,93.79990418396679,20,20,0,https://www.propertyguru.com.my/condo/royal-regent-sri-putramas-3-1916
The Pearl,4166150.0,3650000.0,9449.4,8250.0,55.947375559473755,20,20,0,https://www.propertyguru.com.my/condo/the-pearl-1928
Swiss Garden Residences,566349.95,570000.0,1852.5,1700.0,73.8231717908633,20,20,0,https://www.propertyguru.com.my/condo/swiss-garden-residences-1924
Sixceylon Condominium,1099050.0,1115000.0,2659.95,2400.0,53.27887048794566,20,20,0,https://www.propertyguru.com.my/condo/sixceylon-condominium-1919
Waldorf Tower,1451150.0,1210000.0,2055.0,1550.0,31.707716226168067,20,20,0,https://www.propertyguru.com.my/condo/waldorf-tower-1935
OUG Parklane,348349.95,351000.0,1167.4,1200.0,84.62384700008462,20,20,0,https://www.propertyguru.com.my/condo/oug-parklane-1938
TTDI Plaza Condominium,1434000.0,1300000.0,3983.3333333333335,4200.0,79.96953541507997,5,6,0,https://www.propertyguru.com.my/condo/ttdi-plaza-condominium-1930
Vue Residences,1391800.0,700000.0,1959.7,1950.0,68.95332390381895,20,20,0,https://www.propertyguru.com.my/condo/vue-residences-1934
The Capers,787150.0,735000.0,2506.5,2450.0,82.5082508250825,20,20,0,https://www.propertyguru.com.my/condo/the-capers-1943
Taragon Puteri KL,1078666.6666666667,950000.0,2189.3,2200.0,57.3215216258468,9,20,0,https://www.propertyguru.com.my/condo/taragon-puteri-kl-1925
The Greens @ TTDI,3703900.0,3600000.0,7557.071428571428,6100.0,41.94169416941694,15,14,0,https://www.propertyguru.com.my/condo/the-greens-ttdi-1944
Kiaramas Danai,1869800.0,1850000.0,6430.0,6250.0,83.62322718758361,20,20,0,https://www.propertyguru.com.my/condo/kiaramas-danai-1972
Gembira Residen (G Residence),727149.9,698000.0,2300.0,2375.0,84.22224743964367,20,20,0,https://www.propertyguru.com.my/condo/gembira-residen-g-residence-1971
188 Suites (Fraser Residence),1281000.0,1255000.0,2795.2,2600.0,51.2800284012465,20,20,0,https://www.propertyguru.com.my/condo/188-suites-fraser-residence-1982
Rosvilla Condominium,612850.0,530000.0,1950.0,1650.0,77.05959275172799,20,6,0,https://www.propertyguru.com.my/condo/rosvilla-condominium-1975
222 Residency,659350.0,479500.0,1484.5,1474.5,76.11579718972939,20,10,0,https://www.propertyguru.com.my/condo/222-residency-1984
288 Residency,587150.0,560000.0,2032.142857142857,2000.0,88.40169731258841,20,14,0,https://www.propertyguru.com.my/condo/288-residency-1986
8 Petaling,881300.0,787500.0,2536.9,2500.0,78.57928650007858,20,20,0,https://www.propertyguru.com.my/condo/8-petaling-1997
Abadi Ria,948545.4545454546,997000.0,4000.0,4000.0,99.30782446348948,11,2,0,https://www.propertyguru.com.my/condo/abadi-ria-1998
6 CapSquare,1131750.0,1100000.0,3650.0,3200.0,72.007200720072,20,20,0,https://www.propertyguru.com.my/condo/6-capsquare-1990
Acacia @ The Park Residences,915000.0,915000.0,5133.333333333333,4500.0,121.73348482389223,2,3,0,https://www.propertyguru.com.my/condo/acacia-the-park-residences-2000
Amaya Maluri,545150.0,520000.0,1899.95,1800.0,85.68164508758568,20,20,0,https://www.propertyguru.com.my/condo/amaya-maluri-2008
Andalucia,926526.3157894737,1100000.0,2400.0,2500.0,56.255625562556254,19,5,0,https://www.propertyguru.com.my/condo/andalucia-2011
Alam Puri,470000.0,470000.0,1459.85,1499.5,78.9709290077944,2,20,0,https://www.propertyguru.com.my/condo/alam-puri-2002
Astana Lumayan (Bdr Tasik Permasuri),547250.0,560000.0,1800.0,1800.0,79.56152758132957,20,2,0,https://www.propertyguru.com.my/condo/astana-lumayan-bdr-tasik-permasuri-2021
Avelon Tower,334500.0,320000.0,1075.0,1000.0,77.35148514851485,20,20,0,https://www.propertyguru.com.my/condo/avelon-tower-2023
Astaka Heights,453333.3333333333,450000.0,2221.4285714285716,1500.0,82.5082508250825,3,7,0,https://www.propertyguru.com.my/condo/astaka-heights-2020
Royalle Condominium,683000.0,718000.0,2100.0,2100.0,72.39581896908354,20,1,0,https://www.propertyguru.com.my/condo/royalle-condominium-2027
Begonia @ The Park Residences,912000.0,900000.0,5025.0,5150.0,141.63916391639162,9,4,0,https://www.propertyguru.com.my/condo/begonia-the-park-residences-2035
Beverly 2 (Bandar Menjalara),335500.0,349000.0,1185.7142857142858,1100.0,78.0163976283015,14,7,0,https://www.propertyguru.com.my/condo/beverly-2-bandar-menjalara-2038
Casa Residency,752000.0,729000.0,2207.5,2000.0,67.90802537043828,20,20,0,https://www.propertyguru.com.my/condo/casa-residency-2046
Bukit Segambut Apartment,448300.0,420000.0,1395.0,1500.0,88.40169731258841,20,10,0,https://www.propertyguru.com.my/condo/bukit-segambut-apartment-2044
Berjaya Times Square,864502.0,585000.0,2747.5,2700.0,114.24219345011424,20,20,0,https://www.propertyguru.com.my/condo/berjaya-times-square-2037
Banyan Tree @ Pavilion,2910344.4,2075000.0,7125.0,6950.0,82.90588094954074,20,20,0,https://www.propertyguru.com.my/condo/banyan-tree-pavilion-2033
Bougainvilla Apartment (Segambut),376200.0,377500.0,1188.4615384615386,1200.0,78.68336502524426,20,13,0,https://www.propertyguru.com.my/condo/bougainvilla-apartment-segambut-2041
Kondominium Bistari Lavender,537500.0,537500.0,2050.0,2050.0,94.40478931614092,2,2,0,https://www.propertyguru.com.my/condo/kondominium-bistari-lavender-2040
Carlton @ Plaza Damas 3,403249.4,382500.0,1329.9,1299.5,84.09370348799585,20,20,0,https://www.propertyguru.com.my/condo/carlton-plaza-damas-3-2045
Chelsea @ Plaza Damas 3,427526.3157894737,410000.0,1639.75,1549.5,93.54624486838928,19,20,0,https://www.propertyguru.com.my/condo/chelsea-plaza-damas-3-2054
Platinum Hill PV 6,481900.0,450000.0,1671.8125,1700.0,93.5093509350935,20,16,0,https://www.propertyguru.com.my/condo/platinum-hill-pv-6-2062
Midfields,474083.5,450000.0,1790.0,1775.0,97.63476347634764,20,20,0,https://www.propertyguru.com.my/condo/midfields-2060
Putra Villa,687142.8571428572,477500.0,1700.0,1600.0,82.94023119589447,14,17,0,https://www.propertyguru.com.my/condo/putra-villa-2061
Platinum Hill PV 5,430000.0,420000.0,1436.7894736842106,1400.0,82.5082508250825,20,19,0,https://www.propertyguru.com.my/condo/platinum-hill-pv-5-2063
Setapak Green,671400.0,675000.0,2015.5,1999.0,73.30399706637331,20,16,0,https://www.propertyguru.com.my/condo/setapak-green-2064
Cheras Ria Apartment,157272.72727272726,158000.0,720.0,690.0,108.09625266324102,11,4,0,https://www.propertyguru.com.my/condo/cheras-ria-apartment-2056
Cliveden @ Plaza Damas 3,444750.0,391500.0,1324.8,1299.0,82.12890254542694,8,20,0,https://www.propertyguru.com.my/condo/cliveden-plaza-damas-3-2055
Desarina Condominium,528333.3333333334,520000.0,1600.0,1600.0,76.16146230007617,3,1,0,https://www.propertyguru.com.my/condo/desarina-condominium-2067
