PropertyName,MedianSale,MeanSale,StdSale,NSale,EOLSale,MOLSale,MedianRental,MeanRental,StdRental,NRental,EOLRent,MOLRent,NNaN,%toBreakEven,URL
Laman Tasik,485000.0,501461.53846153844,37622.855951413745,26,5.0,1.0,2500.0,2377.777777777778,174.97795275581802,9,0.0,0.0,0,127.59007859548841,https://www.propertyguru.com.my/condo/laman-tasik-10376
Taman Sejahtera,557500.0,478500.0,150055.2675960872,6,1.0,0.0,,,,0,,,0,,https://www.propertyguru.com.my/condo/taman-sejahtera-10519
Taman Angsana Hilir,442500.0,442500.0,292500.0,2,2.0,0.0,1100.0,1100.0,0.0,1,1.0,0.0,0,61.531576886502215,https://www.propertyguru.com.my/condo/taman-angsana-hilir-11574
Bandar Baru Sentul Flat,227500.0,230833.33333333334,14553.540997144151,6,0.0,0.0,875.0,941.5833333333334,123.8449691706889,12,0.0,0.0,0,95.2018278750952,https://www.propertyguru.com.my/condo/bandar-baru-sentul-flat-11600
V Residence Suites @ Sunway Velocity,800000.0,837427.659574468,153847.77009306152,47,0.0,4.0,2200.0,2338.5877192982457,478.17134878258105,114,0.0,11.0,0,68.06930693069307,https://www.propertyguru.com.my/condo/v-residence-suites-sunway-velocity-11635
Platinum Lake PV 21,420000.0,435478.44897959183,80123.01785432281,98,0.0,1.0,1300.0,1427.123287671233,344.42399583905177,219,16.0,1.0,0,76.61480433757662,https://www.propertyguru.com.my/condo/platinum-lake-pv-21-11636
Sky Suites @ KLCC,1080000.0,1085881.8717948718,217776.6874113374,78,1.0,1.0,3000.0,2916.6004514672686,639.1848368905954,443,0.0,14.0,0,68.75687568756875,https://www.propertyguru.com.my/condo/sky-suites-klcc-11800
Residensi Alam Damai,370000.0,413000.0,171881.74229199952,6,1.0,1.0,1240.0,1210.8055555555557,157.75311573687335,36,0.0,0.0,0,82.95424137008295,https://www.propertyguru.com.my/condo/residensi-alam-damai-11829
Desa Villa,580000.0,627653.8461538461,142277.3408381543,26,2.0,0.0,1700.0,1821.4285714285713,232.77386766857603,7,0.0,0.0,0,72.55035848412426,https://www.propertyguru.com.my/condo/desa-villa-767
The Meritz,1280000.0,1307964.25,169104.04871972103,28,28.0,0.0,3500.0,3780.0,606.749911038687,55,0.0,2.0,0,67.6825495049505,https://www.propertyguru.com.my/condo/the-meritz-1004
Merdeka Villa,320000.0,311250.0,35514.37502383131,24,0.0,1.0,1000.0,1006.0,159.1979899370592,5,0.0,1.0,0,77.35148514851485,https://www.propertyguru.com.my/condo/merdeka-villa-1017
Pandan Court,325000.0,326900.0,10103.959619871806,10,0.0,2.0,1100.0,1157.6923076923076,87.36782070461959,13,0.0,0.0,0,83.7776085300838,https://www.propertyguru.com.my/condo/pandan-court-1124
Glenview Villa,369000.0,374947.22222222225,70914.7198562044,36,1.0,0.0,1400.0,1407.95,264.2098550395121,20,0.0,0.0,0,93.91183020741099,https://www.propertyguru.com.my/condo/glenview-villa-1122
Grandeur Tower,300000.0,309898.9090909091,24735.31911863735,11,0.0,0.0,1250.0,1245.0,82.00609733428362,10,0.0,0.0,0,103.13531353135315,https://www.propertyguru.com.my/condo/grandeur-tower-1123
Taman Sri Sentosa,155000.0,368666.5333333333,499040.6962698021,15,1.0,2.0,800.0,830.0,116.61903789690601,5,0.0,1.0,0,127.75471095496646,https://www.propertyguru.com.my/condo/taman-sri-sentosa-1219
Sentosa Court (Jalan Klang Lama),408000.0,391000.0,29444.863728670913,4,0.0,0.0,1100.0,1100.0,0.0,1,1.0,0.0,0,66.73461463793438,https://www.propertyguru.com.my/condo/sentosa-court-jalan-klang-lama-1276
PPR Kampung Baru Air Panas,160000.0,160000.0,0.0,1,1.0,0.0,1150.0,1158.3333333333333,308.78345522748174,6,0.0,0.0,0,177.90841584158414,https://www.propertyguru.com.my/condo/ppr-kampung-baru-air-panas-16778
Sucasa Corporate Apartments,510000.0,494300.0,85383.89777938227,10,0.0,0.0,1800.0,1778.9473684210527,311.32813518253164,19,0.0,1.0,0,87.361677344205,https://www.propertyguru.com.my/condo/sucasa-corporate-apartments-15198
Skyville @ Benteng 8,535000.0,524083.0,24188.698566341543,6,1.0,0.0,2000.0,1967.857142857143,249.00311447933368,14,2.0,0.0,0,92.53261774775609,https://www.propertyguru.com.my/condo/skyville-benteng-8-16460
Royalle Condominium,545000.0,549628.2352941176,19632.335342578586,17,0.0,0.0,2225.0,2512.5,579.1966419101548,4,0.0,0.0,0,101.05368334998637,https://www.propertyguru.com.my/condo/royalle-condominium-16430
Bandar Tasik Selatan Low Cost Flat,190000.0,194625.0,25430.97274977896,8,0.0,1.0,950.0,950.0,50.0,2,2.0,0.0,0,123.76237623762377,https://www.propertyguru.com.my/condo/bandar-tasik-selatan-low-cost-flat-16444
28 Residence @ Beverly Heights,1800000.0,1558666.6666666667,1004199.626015111,3,0.0,0.0,4375.0,4375.0,375.0,2,2.0,0.0,0,60.16226622662266,https://www.propertyguru.com.my/condo/28-residence-beverly-heights-15632
Pantai Indah Apartment (Fasa 2),280000.0,295000.0,27928.480087537882,5,1.0,0.0,1200.0,1200.0,0.0,1,1.0,0.0,0,106.08203677510608,https://www.propertyguru.com.my/condo/pantai-indah-apartment-fasa-2-16834
The Ooak (Kiara 163),740000.0,765205.756097561,156369.59891181838,41,1.0,2.0,2800.0,2843.835294117647,580.2310664890592,255,3.0,16.0,0,93.65801445009366,https://www.propertyguru.com.my/condo/the-ooak-kiara-163-9221
"The Rainz, Bukit Jalil",960000.0,997043.4782608695,147423.12511877422,69,0.0,1.0,3200.0,2802.890909090909,1035.4984864170015,55,10.0,2.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/the-rainz-bukit-jalil-9281
Villa Ampang Condominium,549000.0,549000.0,51000.0,2,2.0,0.0,1780.0,1716.0,114.12274094149684,5,0.0,1.0,0,80.25392703204747,https://www.propertyguru.com.my/condo/villa-ampang-condominium-62
Vista Damai,830000.0,781939.3636363636,179088.58588974611,33,0.0,0.0,2300.0,2578.688524590164,863.0606524852788,61,1.0,7.0,0,68.59119646904449,https://www.propertyguru.com.my/condo/vista-damai-63
Menara Bangsar,1550000.0,1502222.2222222222,121085.62422955803,9,0.0,0.0,4500.0,4113.333333333333,628.0835047100735,15,0.0,0.0,0,71.86202491216865,https://www.propertyguru.com.my/condo/menara-bangsar-101
Sri Bayu (Bukit Bandaraya),985000.0,1035000.0,86938.6757049665,6,0.0,1.0,3000.0,3000.0,0.0,1,1.0,0.0,0,75.38824948484697,https://www.propertyguru.com.my/condo/sri-bayu-bukit-bandaraya-108
Pantai Towers,1350000.0,1350000.0,0.0,1,1.0,0.0,2100.0,2100.0,0.0,1,1.0,0.0,0,38.503850385038504,https://www.propertyguru.com.my/condo/pantai-towers-106
Meadow Park 2,314000.0,330833.27777777775,48143.074768865954,36,0.0,2.0,1200.0,1179.8,39.90187965497365,5,1.0,0.0,0,94.59544680582708,https://www.propertyguru.com.my/condo/meadow-park-2-381
De Tropicana,300000.0,311706.3870967742,35941.14612913677,31,0.0,0.0,1300.0,1259.7317073170732,141.09485209365002,41,0.0,0.0,0,107.26072607260727,https://www.propertyguru.com.my/condo/de-tropicana-363
Villa Angsana,420000.0,430837.5,70659.4727814325,80,0.0,4.0,1350.0,1390.0,160.41612554021285,30,0.0,2.0,0,79.56152758132957,https://www.propertyguru.com.my/condo/villa-angsana-347
Bukit OUG Condominiums,360000.0,353843.66101694916,77044.36571500517,59,0.0,0.0,1250.0,1242.0188679245282,215.02641264404582,53,0.0,1.0,0,85.94609460946094,https://www.propertyguru.com.my/condo/bukit-oug-condominiums-358
Nyaman Court,420000.0,396666.6666666667,32998.31645537222,3,0.0,0.0,1150.0,1150.0,50.0,2,2.0,0.0,0,67.77463460631779,https://www.propertyguru.com.my/condo/nyaman-court-384
Stonor Park,3209000.0,3293843.75,867591.3759887797,24,0.0,1.0,7480.0,8220.0,2727.04968784949,8,1.0,0.0,0,57.696639093638254,https://www.propertyguru.com.my/condo/stonor-park-440
The Westside One,1200000.0,1203120.0,389108.4907837402,125,0.0,0.0,3600.0,3966.0919540229884,1354.4837047698236,87,0.0,0.0,0,74.25742574257426,https://www.propertyguru.com.my/condo/the-westside-one-470
Vista Magna,299000.0,295219.88,10761.530230668872,50,1.0,2.0,1000.0,1079.3529411764705,387.340394633556,17,2.0,0.0,0,82.78419815225669,https://www.propertyguru.com.my/condo/vista-magna-408
Kiaramas Sutera,1000000.0,1194615.3846153845,321376.01711810764,13,0.0,3.0,3300.0,3535.714285714286,742.2043835351388,14,1.0,0.0,0,81.68316831683168,https://www.propertyguru.com.my/condo/kiaramas-sutera-461
Enau Court,900000.0,1047777.7777777778,250190.0512178593,9,1.0,0.0,3300.0,3300.0,0.0,1,1.0,0.0,0,90.75907590759076,https://www.propertyguru.com.my/condo/enau-court-428
Kepong Central Condominium,290000.0,286262.6941176471,34277.41057795885,85,1.0,7.0,1150.0,1179.090909090909,165.00438261146806,22,0.0,0.0,0,98.15636736087401,https://www.propertyguru.com.my/condo/kepong-central-condominium-415
Happy Court,189000.0,194500.0,23254.03190846697,4,0.0,0.0,750.0,766.6666666666666,23.570226039551585,3,0.0,0.0,0,98.22410812509823,https://www.propertyguru.com.my/condo/happy-court-419
Aman Satu,240000.0,239714.2857142857,4681.705602335412,7,0.0,1.0,950.0,984.8,153.09853036525203,10,0.0,0.0,0,97.97854785478546,https://www.propertyguru.com.my/condo/aman-satu-411
Setapak Ria,349500.0,351466.7962962963,62947.45736352327,54,1.0,0.0,1100.0,1221.357142857143,220.81265722742603,14,3.0,0.0,0,77.9047861867732,https://www.propertyguru.com.my/condo/setapak-ria-574
Platinum Lake PV 12,420000.0,421087.9010989011,19551.340945021144,91,0.0,6.0,1600.0,1648.258064516129,297.31106418459524,31,0.0,0.0,0,94.29514380009428,https://www.propertyguru.com.my/condo/platinum-lake-pv-12-568
Langkawi Apartment,350000.0,386666.6666666667,81785.62764256865,3,0.0,0.0,1150.0,1150.0,50.0,2,2.0,0.0,0,81.32956152758132,https://www.propertyguru.com.my/condo/langkawi-apartment-551
PV 10 Platinum Lake Condominium,420000.0,423555.5483870968,36506.83960737531,124,0.0,0.0,1500.0,1499.1363636363637,326.84821268018493,22,2.0,0.0,0,88.40169731258841,https://www.propertyguru.com.my/condo/pv-10-platinum-lake-condominium-572
Mahsuri Apartments,330000.0,336750.0,30408.674749156697,16,0.0,3.0,1200.0,1266.6666666666667,94.28090415820634,3,0.0,0.0,0,90.00900090009002,https://www.propertyguru.com.my/condo/mahsuri-apartments-552
Tar Villa,385000.0,385000.0,15000.0,2,2.0,0.0,1400.0,1400.0,50.0,2,2.0,0.0,0,90.00900090009002,https://www.propertyguru.com.my/condo/tar-villa-588
Vista Wira 1 & 2,340000.0,386666.6666666667,73181.66133366717,3,0.0,0.0,1000.0,1161.111111111111,182.2357718539636,9,0.0,0.0,0,72.80139778683751,https://www.propertyguru.com.my/condo/vista-wira-1-2-590
Hartamas Regency I,950000.0,885296.2962962963,177812.38860618835,27,0.0,0.0,3000.0,3291.304347826087,1009.913058452692,23,2.0,1.0,0,78.1657113079729,https://www.propertyguru.com.my/condo/hartamas-regency-i-597
Puncak Prima,560000.0,557411.7647058824,46470.81161524867,17,0.0,0.0,2000.0,2070.8333333333335,116.29404780794053,12,0.0,0.0,0,88.40169731258841,https://www.propertyguru.com.my/condo/puncak-prima-603
Endah Puri,497000.0,501454.54545454547,95574.21070595413,44,0.0,1.0,1550.0,1707.2682926829268,284.9320008216119,41,0.0,1.0,0,77.19584835747156,https://www.propertyguru.com.my/condo/endah-puri-609
Hartamas Regency II,1180000.0,1300236.7894736843,479443.2151594486,38,0.0,0.0,2900.0,3869.230769230769,1604.7451824485145,26,0.0,3.0,0,60.83235442188286,https://www.propertyguru.com.my/condo/hartamas-regency-ii-598
Mont Kiara Palma,940000.0,1135962.962962963,514867.8709670898,27,4.0,2.0,3199.0,3256.6363636363635,482.9051699061943,99,0.0,1.0,0,84.23741310301243,https://www.propertyguru.com.my/condo/mont-kiara-palma-601
Windsor Tower,488000.0,542102.4871794871,160486.87320405347,39,0.0,1.0,1600.0,1826.3008849557523,665.1145471237846,113,21.0,0.0,0,81.15565654926147,https://www.propertyguru.com.my/condo/windsor-tower-604
Casa Desa Condominium,650000.0,682051.0,112637.64844030686,37,0.0,0.0,1750.0,1880.0,378.0652501002087,15,0.0,1.0,0,66.64127951256664,https://www.propertyguru.com.my/condo/casa-desa-condominium-613
1 Desa Residence,1595000.0,1646666.6666666667,355559.0277608237,18,2.0,1.0,5500.0,5500.0,0.0,1,1.0,0.0,0,85.35336292249916,https://www.propertyguru.com.my/condo/1-desa-residence-612
Endah Villa,380000.0,381508.1081081081,21920.17925526402,37,0.0,1.0,1400.0,1340.4285714285713,334.02146657970115,21,1.0,1.0,0,91.19332985930171,https://www.propertyguru.com.my/condo/endah-villa-607
Kiara View,1305000.0,1431750.0,409328.3370351972,12,0.0,0.0,3000.0,3000.0,0.0,3,3.0,0.0,0,56.902241948332765,https://www.propertyguru.com.my/condo/kiara-view-630
Prima Court,720000.0,722307.6923076923,48342.3442596727,13,0.0,1.0,1300.0,1300.0,0.0,1,1.0,0.0,0,44.69196919691969,https://www.propertyguru.com.my/condo/prima-court-625
Trellises,750000.0,750000.0,0.0,1,1.0,0.0,2150.0,2150.0,150.0,2,2.0,0.0,0,70.95709570957096,https://www.propertyguru.com.my/condo/trellises-634
Pesona Villa,310000.0,306550.0,23837.942444766493,20,0.0,6.0,1200.0,1161.7619047619048,152.6430335508633,21,0.0,5.0,0,95.81603321622485,https://www.propertyguru.com.my/condo/pesona-villa-624
Kiara Park,899888.0,987921.7037037037,195398.92253291295,27,0.0,1.0,2800.0,2761.764705882353,266.5296649225692,17,0.0,0.0,0,77.0172851433393,https://www.propertyguru.com.my/condo/kiara-park-629
Villa Flora  (TTDI),950000.0,983461.5384615385,254047.12324370528,13,0.0,1.0,2800.0,2687.5,261.904085496962,8,0.0,0.0,0,72.95466388744137,https://www.propertyguru.com.my/condo/villa-flora-ttdi-627
The Scott SOHO,393000.0,437316.32653061225,122689.28291259862,49,0.0,1.0,1500.0,1507.0,286.869081864655,154,6.0,6.0,0,94.4750963645983,https://www.propertyguru.com.my/condo/the-scott-soho-2729
Arata @ Bukit Tunku,1450000.0,1645773.6296296297,766636.9413794999,27,1.0,1.0,5500.0,5166.666666666667,849.8365855987975,6,0.0,0.0,0,93.88869921474905,https://www.propertyguru.com.my/condo/arata-bukit-tunku-2969
Zenia Garden Condos,2690000.0,2586323.529411765,864592.1418792262,34,1.0,11.0,4800.0,5716.666666666667,1252.8855583101843,12,0.0,0.0,0,44.16798557179138,https://www.propertyguru.com.my/condo/zenia-garden-condos-3035
Sri Tunku Condominium,1200000.0,1200000.0,0.0,1,1.0,0.0,4000.0,4000.0,0.0,1,1.0,0.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/sri-tunku-condominium-3077
1C Pinang (Taman Sri Sentosa),265000.0,265000.0,0.0,1,1.0,0.0,465.0,465.0,85.0,2,2.0,0.0,0,43.433588641883055,https://www.propertyguru.com.my/condo/1c-pinang-taman-sri-sentosa-3971
Fadason Service Apartments,360000.0,369615.3846153846,17895.158182886582,13,0.0,0.0,1100.0,1100.0,100.0,2,2.0,0.0,0,75.63256325632564,https://www.propertyguru.com.my/condo/fadason-service-apartments-4337
Ria Apartment @ Sri Ehsan,275000.0,275000.0,5000.0,2,2.0,0.0,950.0,950.0,0.0,3,3.0,0.0,0,85.5085508550855,https://www.propertyguru.com.my/condo/ria-apartment-sri-ehsan-4463
Sri Ehsan Apartment,260000.0,263037.037037037,17095.551688001964,27,0.0,2.0,950.0,950.0,0.0,1,1.0,0.0,0,90.44173648134044,https://www.propertyguru.com.my/condo/sri-ehsan-apartment-4466
Seri Riana Residence,930000.0,965719.6407766991,234973.05458690383,103,1.0,5.0,3200.0,3212.3150684931506,524.1866465848516,73,0.0,2.0,0,85.16980730331098,https://www.propertyguru.com.my/condo/seri-riana-residence-4637
Palace Court,510000.0,511389.0606060606,112776.5359466123,66,1.0,0.0,1700.0,1760.111111111111,450.7042500217347,63,1.0,1.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/palace-court-4631
Pangsapuri Berembang Indah,234500.0,229800.0,14702.380759591284,10,0.0,1.0,1000.0,1015.0,100.12492197250393,10,0.0,0.0,0,105.55426544786674,https://www.propertyguru.com.my/condo/pangsapuri-berembang-indah-4628
Midah Ria Flat,200000.0,191600.0,10594.338110519222,5,0.0,0.0,800.0,816.6666666666666,23.570226039551585,3,0.0,0.0,0,99.00990099009901,https://www.propertyguru.com.my/condo/midah-ria-flat-4625
D'Suria Condominium @ Duta Suria,880000.0,962157.8947368421,716545.2395574267,19,1.0,0.0,2150.0,2350.0,884.8728722251575,10,0.0,1.0,0,60.47479747974798,https://www.propertyguru.com.my/condo/d-suria-condominium-duta-suria-4667
SAVILLE @ THE PARK Bangsar,830000.0,1317955.905511811,1176012.7619730122,127,5.0,0.0,2400.0,2470.1176470588234,528.4736571743541,119,2.0,3.0,0,71.57342240248121,https://www.propertyguru.com.my/condo/saville-the-park-bangsar-4685
Seringin Residences,1525000.0,1519687.4375,931778.3365987568,32,2.0,0.0,3300.0,3593.041095890411,952.9641778884059,73,11.0,2.0,0,53.56273332251258,https://www.propertyguru.com.my/condo/seringin-residences-4691
Kiara Residence 1,545000.0,554300.0,60140.58529811628,50,0.0,0.0,2000.0,1955.3424657534247,316.9444538508235,73,2.0,0.0,0,90.83477155054956,https://www.propertyguru.com.my/condo/kiara-residence-1-4751
Kenny Hills Residence,3800000.0,5149352.2727272725,4264606.97525621,44,3.0,0.0,9000.0,11318.518518518518,4495.10326475023,27,0.0,0.0,0,58.62428348097967,https://www.propertyguru.com.my/condo/kenny-hills-residence-4754
Concerto North Kiara,1150000.0,1174123.2835820895,142830.1896093573,67,0.0,5.0,4000.0,3911.4754098360654,476.10040291688364,61,0.0,0.0,0,86.09556607834698,https://www.propertyguru.com.my/condo/concerto-north-kiara-4811
The Court @ Central Residence,540000.0,560386.2068965518,98273.57916283722,29,0.0,0.0,1600.0,1668.75,272.2638502751819,24,0.0,0.0,0,73.34066740007333,https://www.propertyguru.com.my/condo/the-court-central-residence-4778
"The Veo, Kuala Lumpur",1049000.0,1206551.024390244,1025327.4048542713,123,1.0,7.0,1800.0,2431.3888888888887,1342.6535972091854,54,0.0,1.0,0,42.473265439031984,https://www.propertyguru.com.my/condo/the-veo-kuala-lumpur-4835
Puncak Desa Apartment,194000.0,197527.125,47680.43816634213,32,0.0,3.0,750.0,793.3333333333334,223.65648262955003,9,3.0,0.0,0,95.69255894661632,https://www.propertyguru.com.my/condo/puncak-desa-apartment-4868
Impiana Shop Apartment (Wangsa Permai),118000.0,112000.0,8485.28137423857,3,0.0,0.0,700.0,678.5714285714286,64.68132241526727,7,0.0,0.0,0,146.8367175700621,https://www.propertyguru.com.my/condo/impiana-shop-apartment-wangsa-permai-5006
Taman Megah Kepong (Jalan Udang Harimau),1200000.0,1239809.4761904762,213952.3442392897,21,8.0,1.0,2300.0,3050.0,1702.351315093333,5,0.0,0.0,0,47.442244224422446,https://www.propertyguru.com.my/condo/taman-megah-kepong-jalan-udang-harimau-5027
Saujana Ria Aparment,170000.0,165657.14285714287,22454.071036728485,14,0.0,4.0,700.0,700.0,0.0,1,1.0,0.0,0,101.92195690157251,https://www.propertyguru.com.my/condo/saujana-ria-aparment-5123
Keramat Permai Shop Apartment,437500.0,437500.0,242500.0,2,2.0,0.0,,,,0,,,0,,https://www.propertyguru.com.my/condo/keramat-permai-shop-apartment-5159
Platinum Lake Condominium PV 15,470000.0,479421.875,36909.43506048792,64,0.0,1.0,1949.5,1874.9583333333333,197.87948334922336,24,0.0,1.0,0,102.67010743627554,https://www.propertyguru.com.my/condo/platinum-lake-condominium-pv-15-5177
Sri Saujana Apartment (Wangsa Permai),199500.0,191000.0,14685.59384794046,12,0.0,0.0,600.0,600.0,0.0,1,1.0,0.0,0,74.4435345790218,https://www.propertyguru.com.my/condo/sri-saujana-apartment-wangsa-permai-5126
One-Stop @ Fraser Business Park,,,,0,,,560.0,806.5263157894736,490.96798785353906,38,2.0,5.0,0,,https://www.propertyguru.com.my/condo/one-stop-fraser-business-park-5162
Flat Taman Desa Cheras (Blok 1 3 5 7),147900.0,140200.0,22054.931421339763,4,0.0,0.0,700.0,716.6666666666666,102.74023338281629,3,0.0,0.0,0,117.15167459950862,https://www.propertyguru.com.my/condo/flat-taman-desa-cheras-blok-1-3-5-7-5288
Seksyen 2 Wangsa Maju Flat Block A,250000.0,253833.33333333334,32246.016119135642,6,1.0,1.0,1050.0,1021.4285714285714,172.9102633844315,7,0.0,0.0,0,103.96039603960396,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-a-5348
Seksyen 2 Wangsa Maju Flat Block C,247500.0,238750.0,38466.7063835728,4,0.0,0.0,900.0,856.0,68.87670143089025,5,0.0,0.0,0,90.00900090009002,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-c-5354
Seksyen 1 Wangsa Maju Flat Block D,240000.0,240000.0,20000.0,2,2.0,0.0,800.0,810.0,73.48469228349535,5,1.0,0.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/seksyen-1-wangsa-maju-flat-block-d-5378
Seksyen 2 Wangsa Maju Flat Block G,200000.0,203333.33333333334,4714.045207910317,3,0.0,0.0,800.0,811.1111111111111,39.2837100659193,9,9.0,0.0,0,99.00990099009901,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-g-5366
Seksyen 2 Wangsa Maju Flat Block B,230000.0,229666.66666666666,17143.187827498386,6,0.0,1.0,1075.0,1075.0,125.0,2,2.0,0.0,0,115.69091691777874,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-b-5351
Seksyen 2 Wangsa Maju Flat Block F,227500.0,226250.0,18498.31073368593,4,0.0,0.0,850.0,850.0,40.824829046386306,3,0.0,0.0,0,92.48177565009247,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-f-5363
Seksyen 1 Wangsa Maju Flat Block C,200000.0,333412.5714285714,313603.0969776275,7,1.0,0.0,800.0,800.0,0.0,1,1.0,0.0,0,99.00990099009901,https://www.propertyguru.com.my/condo/seksyen-1-wangsa-maju-flat-block-c-5375
Seksyen 2 Wangsa Maju Flat Block E,230000.0,233692.3076923077,13941.551703642082,13,0.0,0.0,850.0,926.6666666666666,122.83683848458853,3,0.0,0.0,0,91.47653895824365,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-e-5360
Seksyen 2 Wangsa Maju Flat Block D,235000.0,225000.0,27182.510717166817,9,0.0,0.0,900.0,896.4285714285714,128.81920569193883,14,0.0,0.0,0,94.79671371392458,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-d-5357
Seksyen 1 Wangsa Maju Flat Block E,240000.0,240000.0,0.0,1,1.0,0.0,790.0,790.0,40.0,2,2.0,0.0,0,81.47689768976898,https://www.propertyguru.com.my/condo/seksyen-1-wangsa-maju-flat-block-e-5381
Seksyen 4 Wangsa Maju Flat Block B,222500.0,207500.0,30516.38903933426,4,0.0,0.0,850.0,900.0,100.0,5,5.0,0.0,0,94.56001779953276,https://www.propertyguru.com.my/condo/seksyen-4-wangsa-maju-flat-block-b-5390
Tiara Mutiara,399999.0,414366.2098765432,64050.67156377649,81,5.0,2.0,1400.0,1439.7448979591836,191.1404714363443,98,0.0,0.0,0,86.63387995103652,https://www.propertyguru.com.my/condo/tiara-mutiara-5423
Seri Langkawi 1,197500.0,197500.0,12500.0,4,0.0,0.0,1000.0,1000.0,0.0,2,2.0,0.0,0,125.32898859506206,https://www.propertyguru.com.my/condo/seri-langkawi-1-5402
Danau Kota Flat,170000.0,173153.61111111112,6615.682085762325,18,0.0,0.0,850.0,841.25,50.35809269620922,8,0.0,0.0,0,123.76237623762377,https://www.propertyguru.com.my/condo/danau-kota-flat-5399
Seksyen 4 Wangsa Maju Flat Block A,207500.0,207500.0,17500.0,2,2.0,0.0,850.0,890.0,58.309518948453004,5,0.0,1.0,0,101.39568173684839,https://www.propertyguru.com.my/condo/seksyen-4-wangsa-maju-flat-block-a-5387
Altitude 236 @ Bukit Manda'rina,780000.0,803527.027027027,128165.03539018292,74,0.0,2.0,2500.0,2587.192,377.15456133527016,125,0.0,2.0,0,79.33485656257935,https://www.propertyguru.com.my/condo/altitude-236-bukit-manda-rina-5414
The Sentral Residences @ KL Sentral,1700000.0,1721469.7426470588,464345.025254089,136,2.0,4.0,4500.0,4779.7229437229435,1730.0462550035884,231,1.0,10.0,0,65.52125800815377,https://www.propertyguru.com.my/condo/the-sentral-residences-kl-sentral-5441
The BreezeWay Garden,1900000.0,2186529.3970588236,880688.0190930628,68,0.0,0.0,4000.0,4473.076923076923,1505.3897252379768,52,5.0,5.0,0,52.11047420531526,https://www.propertyguru.com.my/condo/the-breezeway-garden-5435
Seri Ampang Hilir Residences,2200000.0,2123000.0,151238.00227896866,15,0.0,0.0,6650.0,6516.666666666667,393.34745737353154,6,0.0,0.0,0,74.81998199819981,https://www.propertyguru.com.my/condo/seri-ampang-hilir-residences-5456
Le Yuan Residence,888000.0,875312.0608695652,217758.32929941983,115,1.0,3.0,2800.0,6300.967741935484,5097.961866521541,93,0.0,0.0,0,78.04834537507804,https://www.propertyguru.com.my/condo/le-yuan-residence-5468
St Regis The Residences,4476000.0,5030033.5227272725,2697554.7660259246,88,0.0,0.0,11750.0,16731.25,12712.6676885274,28,0.0,0.0,0,64.97801254656297,https://www.propertyguru.com.my/condo/st-regis-the-residences-5444
OG Heights,340000.0,381333.27777777775,138705.15144395144,18,2.0,0.0,1300.0,1353.4545454545455,350.46887130252543,11,1.0,2.0,0,94.64181712288875,https://www.propertyguru.com.my/condo/og-heights-5480
Madge Mansions,5211000.0,6835427.808510638,2446076.633413133,47,0.0,0.0,15500.0,15550.0,2150.0,10,0.0,0.0,0,73.62566999359693,https://www.propertyguru.com.my/condo/madge-mansions-5528
Soho Suites @ KLCC,880000.0,938744.7058823529,147960.57427111786,51,0.0,5.0,2500.0,2587.401960784314,442.36226968765556,102,0.0,1.0,0,70.31953195319532,https://www.propertyguru.com.my/condo/soho-suites-klcc-5570
Zeta Deskye Residence,500000.0,520000.0,53665.631459994955,15,0.0,1.0,1474.0,1466.9615384615386,133.55133866484303,26,0.0,4.0,0,72.97029702970298,https://www.propertyguru.com.my/condo/zeta-deskye-residence-5540
Desa Green Serviced Apartments,540000.0,516177.57009345794,64759.91795497278,107,0.0,1.0,1700.0,1702.5,264.9777329882491,196,0.0,1.0,0,77.92445911257792,https://www.propertyguru.com.my/condo/desa-green-serviced-apartments-5579
Scenaria @ North Kiara Hills,655000.0,759309.7826086957,355685.96724583453,184,7.0,0.0,2000.0,2123.700704225352,702.7696454077584,284,15.0,3.0,0,75.58007709167865,https://www.propertyguru.com.my/condo/scenaria-north-kiara-hills-5582
Taman Pusat Kepong Shop Apartment,199000.0,206837.53846153847,18981.97814371623,13,0.0,0.0,850.0,845.2173913043479,84.33213659548726,23,3.0,0.0,0,105.72665306731679,https://www.propertyguru.com.my/condo/taman-pusat-kepong-shop-apartment-5597
Flat Taman Bukit Angkasa,250000.0,235000.0,28784.91668515698,7,0.0,0.0,1200.0,1160.0,149.66629547095766,5,0.0,0.0,0,118.81188118811882,https://www.propertyguru.com.my/condo/flat-taman-bukit-angkasa-5576
ViPod Residences @ KLCC,1600000.0,1976960.0,1286523.1638434974,85,11.0,4.0,4350.0,4805.5297619047615,2774.387495521256,168,9.0,5.0,0,67.29579207920791,https://www.propertyguru.com.my/condo/vipod-residences-klcc-5573
