PropertyName,MedianSale,MeanSale,StdSale,NSale,EOLSale,MOLSale,MedianRental,MeanRental,StdRental,NRental,EOLRent,MOLRent,NNaN,%toBreakEven,URL
Sentral Suites @ KL Sentral,828000.0,837268.4210526316,178412.53364229997,38,1.0,5.0,4600.0,4600.0,0.0,1,1.0,0.0,0,137.5137513751375,https://www.propertyguru.com.my/condo/sentral-suites-kl-sentral-7703
Danau Kota Suite Apartments,480000.0,492500.0,28559.149146989657,16,0.0,0.0,1549.5,1612.857142857143,288.6499627930137,56,1.0,2.0,0,79.90408415841584,https://www.propertyguru.com.my/condo/danau-kota-suite-apartments-7715
Spring Avenue @ Kuchai Lama,530000.0,548161.2903225806,66267.34551953952,31,1.0,3.0,1500.0,1569.9444444444443,177.87182408259363,72,0.0,1.0,0,70.05417522884363,https://www.propertyguru.com.my/condo/spring-avenue-kuchai-lama-7739
Parkhill Residence Bukit Jalil,570000.0,585696.9090909091,86108.56651269096,33,0.0,0.0,2200.0,2050.503184713376,637.5307023874794,157,0.0,2.0,0,95.53586937641133,https://www.propertyguru.com.my/condo/parkhill-residence-bukit-jalil-7754
DEX Suites 2.0 (Tower B) @ Kiara East,417500.0,443750.0,75446.58706661289,4,0.0,0.0,1650.0,1626.0,161.85590299193086,15,0.0,3.0,0,97.82415367285232,https://www.propertyguru.com.my/condo/dex-suites-2-0-tower-b-kiara-east-7796
Citizen @ Old Klang Road,610000.0,608022.9007633588,72500.64128685635,131,0.0,5.0,1999.0,1909.8032345013478,425.09948934172405,371,0.0,24.0,0,81.11507872098686,https://www.propertyguru.com.my/condo/citizen-old-klang-road-7769
D'Majestic Residenz @ Pudu,400000.0,474888.8888888889,216551.47935277777,9,0.0,1.0,1600.0,1792.7857142857142,702.2856743287214,14,2.0,1.0,0,99.00990099009901,https://www.propertyguru.com.my/condo/d-majestic-residenz-pudu-7772
MH Platinum Residences,459000.0,425964.91228070174,62770.24798429467,57,0.0,0.0,1400.0,1405.5737704918033,293.34763459392167,61,0.0,0.0,0,75.49774585301668,https://www.propertyguru.com.my/condo/mh-platinum-residences-7844
Reizz Residence,750000.0,769486.7586206896,88430.0585444967,29,0.0,1.0,2000.0,1969.6533333333334,299.16151683589845,75,0.0,1.0,0,66.00660066006601,https://www.propertyguru.com.my/condo/reizz-residence-7835
Sentul Point Suite Apartment,465000.0,464891.3510638298,136081.86209252223,94,4.0,8.0,1525.0,1544.1776315789473,234.81581813630478,304,1.0,4.0,0,81.17747258596826,https://www.propertyguru.com.my/condo/sentul-point-suite-apartment-7871
Novum Bangsar South,805000.0,860703.2704918033,199931.55345357885,122,4.0,18.0,2700.0,2853.3719676549867,788.8948301356313,371,6.0,20.0,0,83.02072443269172,https://www.propertyguru.com.my/condo/novum-bangsar-south-7847
Court 28 @ KL City,592499.5,572411.0370370371,80108.35516440701,54,0.0,0.0,1700.0,1639.9876543209878,296.88824408725554,81,3.0,3.0,0,71.01982013620615,https://www.propertyguru.com.my/condo/court-28-kl-city-7958
Fortune Centra Residences,570000.0,550890.3466666667,98486.96017233189,75,0.0,0.0,1500.0,1717.3305084745762,419.138180667142,118,0.0,0.0,0,65.13809275664408,https://www.propertyguru.com.my/condo/fortune-centra-residences-8054
Shamelin Star,550000.0,582754.3596491228,90890.59547090041,114,1.0,4.0,2000.0,1984.068376068376,292.88875769572024,234,3.0,7.0,0,90.00900090009002,https://www.propertyguru.com.my/condo/shamelin-star-8051
One Central Park @ Desa ParkCity,1650000.0,1631133.9285714286,286906.17230376013,112,0.0,7.0,5000.0,4830.379746835443,751.4297646722406,79,0.0,0.0,0,75.00750075007501,https://www.propertyguru.com.my/condo/one-central-park-desa-parkcity-8075
VIM 3 @ Desa Park North,340000.0,390269.21153846156,89150.51784964067,52,0.0,0.0,1400.0,1463.3373493975903,245.91115435038353,83,0.0,7.0,0,101.92195690157251,https://www.propertyguru.com.my/condo/vim-3-desa-park-north-8039
The Estate @ South Bangsar,2000000.0,2036534.3511450381,602734.3331028314,131,3.0,0.0,8500.0,8240.967213114754,1874.4661488507375,61,0.0,5.0,0,105.1980198019802,https://www.propertyguru.com.my/condo/the-estate-south-bangsar-8060
Rafflesia Sentul Condominium,540000.0,534962.9206349206,52069.85281005092,63,0.0,4.0,1774.5,1776.8085106382978,379.85936021716026,94,0.0,8.0,0,81.33938393839385,https://www.propertyguru.com.my/condo/rafflesia-sentul-condominium-8111
Seri Cempaka Service Suites @ Cheras,295000.0,298750.0,13404.75661845451,4,0.0,0.0,1300.0,1320.0,146.9693845669907,5,1.0,0.0,0,109.07870448061755,https://www.propertyguru.com.my/condo/seri-cempaka-service-suites-cheras-8108
KL Gateway Residences,750000.0,1252786.746987952,845748.0250479751,83,0.0,0.0,2500.0,2551.1511627906975,628.3976210752763,86,1.0,7.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/kl-gateway-residences-8093
KL Gateway Premium Residences,1200000.0,2918658.695652174,2754909.8215396614,92,18.0,3.0,3600.0,3731.6222222222223,860.0174879071778,90,4.0,6.0,0,74.25742574257426,https://www.propertyguru.com.my/condo/kl-gateway-premium-residences-8090
Residensi Seri Wahyu @ Jalan Kuching KL,1400.0,1400.0,0.0,1,1.0,0.0,1200.0,1182.9543378995434,155.03461895586398,219,11.0,26.0,0,21216.407355021216,https://www.propertyguru.com.my/condo/residensi-seri-wahyu-jalan-kuching-kl-8135
Residensi Pandanmas 2,300000.0,310000.0,20000.0,5,5.0,0.0,1500.0,1420.322033898305,187.55495833451928,59,0.0,1.0,0,123.76237623762377,https://www.propertyguru.com.my/condo/residensi-pandanmas-2-8132
Sunway Mont Residences,1280000.0,1296490.3904761905,232851.90634689006,105,0.0,0.0,4200.0,4487.387387387387,1130.4640773201031,111,0.0,1.0,0,81.2190594059406,https://www.propertyguru.com.my/condo/sunway-mont-residences-8297
Flexus Signature Suites @ Jalan Kuching,248000.0,435763.8888888889,694303.3887577044,36,1.0,0.0,1400.0,1439.7179487179487,213.40811374260554,39,0.0,0.0,0,139.73171510699459,https://www.propertyguru.com.my/condo/flexus-signature-suites-jalan-kuching-8288
Dorsett Residences Sri Hartamas,560000.0,559782.36,119148.00093711351,50,2.0,1.0,1900.0,1933.589552238806,215.50368673255198,134,0.0,0.0,0,83.98161244695898,https://www.propertyguru.com.my/condo/dorsett-residences-sri-hartamas-8264
Arcoris SOHO,970000.0,950343.5897435897,183879.0325533468,78,1.0,2.0,2800.0,3125.786206896552,927.4462392539538,145,1.0,6.0,0,71.4504440134735,https://www.propertyguru.com.my/condo/arcoris-soho-8432
Arcoris Suites,970000.0,949714.2857142857,115414.42629029686,7,2.0,0.0,3000.0,3300.0,496.655480858378,3,0.0,0.0,0,76.55404715729306,https://www.propertyguru.com.my/condo/arcoris-suites-8438
Riana South,690000.0,697518.734375,173929.74302405503,64,2.0,0.0,1300.0,1783.3576642335765,932.8008427431236,137,0.0,0.0,0,46.63509829243794,https://www.propertyguru.com.my/condo/riana-south-8435
Lucentia Residence @ Bukit Bintang City Centre KL,1150000.0,1097858.9767441861,184480.594286,44,0.0,0.0,4400.0,3761.904761904762,979.5412874334844,21,0.0,0.0,1,94.70512268618167,https://www.propertyguru.com.my/condo/lucentia-residence-bukit-bintang-city-centre-kl-9332
Eco Sky,650000.0,649764.6862745098,114551.51046162086,51,0.0,1.0,1900.0,1933.1218487394958,277.3509704023708,238,4.0,1.0,0,72.35338918507236,https://www.propertyguru.com.my/condo/eco-sky-9329
SkyMeridien Residences @ Sentul East,630000.0,582548.8805970149,101577.03797743528,135,0.0,0.0,1900.0,2060.0,287.0540018881465,5,0.0,0.0,1,74.65032217507465,https://www.propertyguru.com.my/condo/skymeridien-residences-sentul-east-9362
The Annex @ Medan Connaught,420000.0,453837.0,59307.121264369816,15,0.0,0.0,1200.0,1193.6538461538462,459.4460663340394,26,0.0,0.0,0,70.72135785007072,https://www.propertyguru.com.my/condo/the-annex-medan-connaught-9347
PV18 Residence,510000.0,501351.8449612403,57593.82375673367,129,1.0,0.0,1600.0,1639.0881226053639,308.4436458347981,261,1.0,19.0,0,77.65482430596,https://www.propertyguru.com.my/condo/pv18-residence-9404
"The Park 2, Pavilion Bukit Jalil",915000.0,1707475.8012048192,8283439.512093275,166,1.0,0.0,2674.5,2833.4532163742692,887.7671342494031,684,2.0,18.0,0,72.3502678136666,https://www.propertyguru.com.my/condo/the-park-2-pavilion-bukit-jalil-9431
The Park Sky Residence @ Bukit Jalil City,980000.0,1035213.046728972,244899.6634784873,214,2.0,25.0,3000.0,2973.560661764706,556.4732367615851,544,4.0,6.0,0,75.77288341079006,https://www.propertyguru.com.my/condo/the-park-sky-residence-bukit-jalil-city-9443
The Hermington @ Kuchai Lama,522500.0,524975.0,26030.034735538356,48,0.0,3.0,1750.0,1841.0967741935483,352.5022859535771,62,0.0,5.0,0,82.90302714481975,https://www.propertyguru.com.my/condo/the-hermington-kuchai-lama-9437
Platinum Splendor Residensi Semarak,470000.0,497462.8888888889,75098.02890484154,252,2.0,1.0,1400.0,1376.9621903520208,402.7057053748886,767,0.0,51.0,0,73.73077733305246,https://www.propertyguru.com.my/condo/platinum-splendor-residensi-semarak-9458
V Residence 2 @ Sunway Velocity,955000.0,1003136.3409090909,275604.0181497181,44,0.0,4.0,2500.0,2693.2602739726026,619.4133259226173,219,0.0,4.0,0,64.79705562179254,https://www.propertyguru.com.my/condo/v-residence-2-sunway-velocity-9560
Sinaran Wangsa Maju,430000.0,475181.8181818182,81724.39068636639,11,0.0,0.0,2300.0,2201.2432432432433,251.06512619135572,37,0.0,1.0,0,132.39696062629517,https://www.propertyguru.com.my/condo/sinaran-wangsa-maju-9527
Residensi Puchongmas,300000.0,300000.0,0.0,1,1.0,0.0,1100.0,1180.4347826086957,150.89524903546328,23,0.0,0.0,0,90.75907590759076,https://www.propertyguru.com.my/condo/residensi-puchongmas-8141
The Holmes 2 @ Bandar Tun Razak,478888.0,469440.20437956206,53123.01115887508,137,1.0,2.0,1600.0,1631.2818181818182,300.309965076031,110,0.0,5.0,0,82.69983878493427,https://www.propertyguru.com.my/condo/the-holmes-2-bandar-tun-razak-8231
One Residences,676500.0,717487.1081081082,130621.3223839801,37,0.0,2.0,2300.0,2402.44262295082,412.1542176987767,61,0.0,2.0,0,84.15475693910855,https://www.propertyguru.com.my/condo/one-residences-8369
M Centura,450000.0,437427.2025316456,62674.18934990577,79,0.0,0.0,1400.0,1415.6631016042782,299.3409318007523,187,0.0,6.0,0,77.00770077007701,https://www.propertyguru.com.my/condo/m-centura-8381
Infiniti Residences @ Wangsa Maju,720000.0,735113.4864864865,123506.48669596082,37,1.0,0.0,2475.0,2510.875,358.99675747142896,32,0.0,0.0,0,85.08663366336634,https://www.propertyguru.com.my/condo/infiniti-residences-wangsa-maju-8333
Basalta Tower @ Eco Sky,640000.0,634307.6923076923,93626.41360985578,13,0.0,0.0,1900.0,1894.7931034482758,255.74197386001558,29,0.0,0.0,0,73.48391089108911,https://www.propertyguru.com.my/condo/basalta-tower-eco-sky-8498
Ativo Suites @ Damansara Avenue,1008400.0,942245.3333333334,300698.5853833629,30,0.0,0.0,3500.0,3033.3333333333335,659.9663291074443,3,0.0,0.0,0,85.91200254495898,https://www.propertyguru.com.my/condo/ativo-suites-damansara-avenue-9383
Le Nouvel KLCC,5100000.0,6847507.903225807,5033841.982363665,93,20.0,0.0,12000.0,12923.232394366198,2100.7647120918427,142,0.0,0.0,0,58.241118229470004,https://www.propertyguru.com.my/condo/le-nouvel-klcc-9371
"Rica Residence Sentul, KL",545000.0,554820.340425532,113597.5959213845,48,0.0,2.0,1900.0,1884.9256756756756,351.7102153150743,296,0.0,4.0,1,86.29303297302208,https://www.propertyguru.com.my/condo/rica-residence-sentul-kl-8234
Midfields 2,550000.0,548071.4285714285,69181.40159414677,56,1.0,2.0,1600.0,1614.367088607595,248.43689452738266,79,0.0,1.0,0,72.007200720072,https://www.propertyguru.com.my/condo/midfields-2-8168
KL Eco City Vogue Suites 1,1050000.0,1604922.076923077,1290063.7601338793,52,6.0,3.0,2800.0,2918.1484716157206,815.9889463031532,229,4.0,24.0,0,66.00660066006601,https://www.propertyguru.com.my/condo/kl-eco-city-vogue-suites-1-8267
Mercu Summer Suites @ Kuala Lumpur,590000.0,587625.0,117269.25481557389,64,0.0,0.0,1700.0,1815.504854368932,413.61585465157583,103,2.0,7.0,0,71.32069139117301,https://www.propertyguru.com.my/condo/mercu-summer-suites-kuala-lumpur-8252
"The Ritz-Carlton Residences, Kuala Lumpur",3288000.0,4552372.3357664235,3305614.6521171313,137,6.0,7.0,13500.0,13241.649572649572,3596.020557722056,117,0.0,0.0,0,101.6296885162969,https://www.propertyguru.com.my/condo/the-ritz-carlton-residences-kuala-lumpur-8222
Suria @ North Kiara,436000.0,434842.1052631579,23353.717517424426,19,2.0,2.0,1600.0,1584.6153846153845,140.58205294228512,13,0.0,0.0,0,90.83477155054956,https://www.propertyguru.com.my/condo/suria-north-kiara-8279
"Fera Residence @ The Quartz, Wangsa Maju",590000.0,697285.7142857143,234812.8216782248,21,0.0,0.0,2000.0,2092.2747252747254,539.5049840573548,91,2.0,9.0,0,83.90669575432119,https://www.propertyguru.com.my/condo/fera-residence-the-quartz-wangsa-maju-8384
South Link,538888.0,568310.967032967,126318.5181962906,91,0.0,9.0,2000.0,2104.7850746268655,369.78309707409676,670,0.0,4.0,0,91.86500811866196,https://www.propertyguru.com.my/condo/south-link-8399
The Establishment,635000.0,651173.0576923077,107157.28596632964,52,0.0,0.0,1950.0,2051.576530612245,374.1828774486059,196,2.0,1.0,0,76.0115381616902,https://www.propertyguru.com.my/condo/the-establishment-8417
THE FENNEL AT SENTUL EAST,900000.0,988938.5474860335,634277.4022769778,179,5.0,2.0,2500.0,2551.460966542751,475.4834317087706,269,0.0,0.0,0,68.75687568756875,https://www.propertyguru.com.my/condo/the-fennel-at-sentul-east-8396
Aurora Tower @ Eco Sky,660000.0,654366.6666666666,95384.30455560052,30,0.0,0.0,1800.0,1894.2857142857142,242.53760491090526,35,0.0,0.0,0,67.50675067506751,https://www.propertyguru.com.my/condo/aurora-tower-eco-sky-8495
Clarita Tower @ Eco Sky,930000.0,884558.6521739131,259226.12358117476,23,1.0,0.0,1750.0,2039.9714285714285,552.7743267614105,35,2.0,2.0,0,46.57723836899819,https://www.propertyguru.com.my/condo/clarita-tower-eco-sky-8501
Vista Langkawi @ Residensi PV 18,510000.0,514444.44444444444,31661.792997277797,9,0.0,0.0,1500.0,1522.4791666666667,250.4473488898859,48,0.0,3.0,0,72.80139778683751,https://www.propertyguru.com.my/condo/vista-langkawi-residensi-pv-18-9299
Majestic Maxim,,,,0,,,,,,0,,,0,,https://www.propertyguru.com.my/condo/majestic-maxim-9494
Three28 Tun Razak,1225000.0,1180500.0,210032.16627356206,46,0.0,0.0,3500.0,3354.5210084033615,624.5752284114393,119,0.0,0.0,0,70.72135785007072,https://www.propertyguru.com.my/condo/three28-tun-razak-7763
Vina Versatile Homes @ Cheras,510000.0,526290.7826086957,95856.77996159121,115,0.0,0.0,1400.0,1504.7878787878788,403.07325130016045,33,0.0,1.0,0,67.947971267715,https://www.propertyguru.com.my/condo/vina-versatile-homes-cheras-6503
Southbank Residence,635000.0,632634.9126984127,79384.59986292769,126,0.0,0.0,1900.0,1932.940170940171,316.46784466258794,351,0.0,3.0,0,74.06252436267249,https://www.propertyguru.com.my/condo/southbank-residence-6428
Saville @ Jalan Klang Lama,650000.0,661185.1851851852,57868.968871918216,27,0.0,0.0,2000.0,1994.1176470588234,479.24031578824486,17,2.0,2.0,0,76.16146230007617,https://www.propertyguru.com.my/condo/saville-jalan-klang-lama-486
The Haute Gurney KL,645000.0,763500.0,248709.6724626338,17,0.0,0.0,2200.0,2291.1470588235293,616.1535395143449,34,4.0,2.0,0,84.42704735589838,https://www.propertyguru.com.my/condo/the-haute-gurney-kl-7685
Stonor 3 @ KLCC,1500000.0,1510906.45398773,304205.6480731173,163,0.0,7.0,4500.0,4584.0058139534885,871.4319310372521,172,0.0,0.0,0,74.25742574257426,https://www.propertyguru.com.my/condo/stonor-3-klcc-8030
Berlian Setapak Residence @ Jalan Semarak Api,789000.0,697219.1111111111,184908.6005598108,36,0.0,0.0,1650.0,1617.857142857143,208.4013494413594,14,0.0,0.0,0,51.76373150623048,https://www.propertyguru.com.my/condo/berlian-setapak-residence-jalan-semarak-api-11503
"The Hamstead, Desa Tun Razak",430000.0,424255.3191489362,39312.42458849115,47,0.0,5.0,1500.0,1564.9404761904761,271.4943808587361,168,0.0,3.0,0,86.34584388671425,https://www.propertyguru.com.my/condo/the-hamstead-desa-tun-razak-13153
Continew Condominium,845000.0,847936.2790697674,152822.016327906,43,0.0,4.0,2249.5,2348.5494505494507,508.7472820617253,182,0.0,0.0,0,65.89431132462359,https://www.propertyguru.com.my/condo/continew-condominium-13386
Waltz Residences,780000.0,880922.641509434,496550.03914424824,53,1.0,0.0,2600.0,2639.4222222222224,995.5848418311473,45,0.0,2.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/waltz-residences-9648
"The Colony, KLCC",1026000.0,1081788.142857143,162130.8651371553,7,1.0,0.0,3600.0,2966.6666666666665,932.1420969406374,9,0.0,0.0,0,86.85079034219211,https://www.propertyguru.com.my/condo/the-colony-klcc-9083
The ERA @ Duta North,592499.5,631150.323076923,245488.12607635473,260,9.0,1.0,1800.0,1934.157894736842,512.1950967888263,38,7.0,5.0,0,75.19745661480651,https://www.propertyguru.com.my/condo/the-era-duta-north-8393
Agile Mont Kiara,1400000.0,1629889.8818181818,592607.3592238215,110,0.0,1.0,5800.0,5949.556034482759,2008.468555022784,232,0.0,5.0,0,102.54596888260257,https://www.propertyguru.com.my/condo/agile-mont-kiara-8306
KL East : The Ridge,750000.0,744115.7419354839,192513.9069347673,31,0.0,3.0,2400.0,2274.074074074074,399.39082557072913,81,0.0,1.0,0,79.20792079207921,https://www.propertyguru.com.my/condo/kl-east-the-ridge-9667
Pavilion Damansara Heights,1790000.0,2606156.806629834,2282219.543458706,181,3.0,0.0,900.0,900.0,0.0,1,1.0,0.0,0,12.4453786160739,https://www.propertyguru.com.my/condo/pavilion-damansara-heights-14178
Skyluxe On The Park @ Bukit Jalil,825000.0,876025.3164556962,177721.94002618812,79,0.0,2.0,2500.0,2548.177570093458,419.60430432394236,107,0.0,0.0,0,75.00750075007501,https://www.propertyguru.com.my/condo/skyluxe-on-the-park-bukit-jalil-7814
One Maxim @ Sentul KL,430000.0,432166.6666666667,58806.50946583682,30,1.0,4.0,1399.0,1403.6153846153845,191.2713357141569,78,0.0,6.0,0,80.53189039834216,https://www.propertyguru.com.my/condo/one-maxim-sentul-kl-7973
"The Herz, Kepong",520000.0,517689.06493506493,23472.446182726206,77,0.0,2.0,1700.0,1837.25,410.640853683953,224,0.0,0.0,0,80.92155369383092,https://www.propertyguru.com.my/condo/the-herz-kepong-8477
East Parc @ Menjalara,740000.0,746799.1666666666,166898.45163343754,36,1.0,2.0,1600.0,1812.0,385.9623983926063,37,0.0,0.0,0,53.51886540005352,https://www.propertyguru.com.my/condo/east-parc-menjalara-8021
Arte @ Mont Kiara,648000.0,645231.8863636364,245623.10688438927,132,0.0,0.0,1899.0,2218.553971486762,1084.4082051687842,491,14.0,3.0,0,72.53850385038504,https://www.propertyguru.com.my/condo/arte-mont-kiara-7103
Mizumi Residences,465000.0,479700.7840909091,46671.25237388177,264,0.0,5.0,1500.0,1515.5408163265306,270.84671977511385,588,24.0,47.0,0,79.84669434685404,https://www.propertyguru.com.my/condo/mizumi-residences-7961
The Hamilton @ Wangsa Maju,560000.0,682430.7719298246,244208.1756771865,57,1.0,7.0,2000.0,1896.0374331550802,601.7806675698306,187,1.0,34.0,0,88.40169731258841,https://www.propertyguru.com.my/condo/the-hamilton-wangsa-maju-8018
The Riyang @ Happy Garden,1140000.0,1114812.5,214815.97320439186,16,0.0,1.0,8500.0,8500.0,5000.0,2,2.0,0.0,0,184.55792947715824,https://www.propertyguru.com.my/condo/the-riyang-happy-garden-7781
The Havre @ Bukit Jalil,600000.0,602134.0549450549,86207.7932190604,91,2.0,3.0,2000.0,1966.7164461247637,294.23480415353936,529,3.0,8.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/the-havre-bukit-jalil-7853
Suria Stonor,2625000.0,3131915.2115384615,1492382.4495569845,105,1.0,4.0,8500.0,10515.384615384615,3835.2306427176245,39,0.0,0.0,1,80.15087223008015,https://www.propertyguru.com.my/condo/suria-stonor-273
Three33 Residence,600000.0,614750.0,51384.37667877919,48,0.0,0.0,1600.0,1652.8548387096773,207.41876348182402,62,1.0,1.0,0,66.00660066006601,https://www.propertyguru.com.my/condo/three33-residence-11736
One @ Bukit Ceylon,475000.0,558181.8181818182,182145.20590193378,11,2.0,0.0,1600.0,1777.6666666666667,543.2527547611292,9,1.0,0.0,0,83.37675872850443,https://www.propertyguru.com.my/condo/one-bukit-ceylon-5471
