PropertyName,MeanSale,MedianSale,MeanRental,MedianRental,%toBreakEven,NSale,NRental,NError,URL
Prima Court,722307.6923076923,720000.0,1300.0,1300.0,44.69196919691969,13,1,0,https://www.propertyguru.com.my/condo/prima-court-625
Trellises,750000.0,750000.0,2150.0,2150.0,70.95709570957096,1,2,0,https://www.propertyguru.com.my/condo/trellises-634
Pesona Villa,307750.0,310000.0,1149.842105263158,1200.0,95.81603321622485,20,19,0,https://www.propertyguru.com.my/condo/pesona-villa-624
Kiara Park,994194.3,897444.0,2776.6666666666665,2800.0,77.22702552256108,20,15,0,https://www.propertyguru.com.my/condo/kiara-park-629
Villa Flora  (TTDI),967857.1428571428,900000.0,2666.6666666666665,2800.0,77.00770077007701,14,9,0,https://www.propertyguru.com.my/condo/villa-flora-ttdi-627
The Scott SOHO,446550.0,386000.0,1591.45,1500.0,96.18837531421536,20,20,0,https://www.propertyguru.com.my/condo/the-scott-soho-2729
Arata @ Bukit Tunku,1642400.0,1475000.0,4857.142857142857,5500.0,92.2973653297533,20,7,0,https://www.propertyguru.com.my/condo/arata-bukit-tunku-2969
Zenia Garden Condos,2799000.0,2850000.0,5716.666666666667,4800.0,41.688379364252214,20,12,0,https://www.propertyguru.com.my/condo/zenia-garden-condos-3035
Sri Tunku Condominium,1200000.0,1200000.0,4000.0,4000.0,82.5082508250825,1,1,0,https://www.propertyguru.com.my/condo/sri-tunku-condominium-3077
1C Pinang (Taman Sri Sentosa),265000.0,265000.0,465.0,465.0,43.433588641883055,1,2,0,https://www.propertyguru.com.my/condo/1c-pinang-taman-sri-sentosa-3971
Fadason Service Apartments,369615.3846153846,360000.0,1100.0,1100.0,75.63256325632564,13,2,0,https://www.propertyguru.com.my/condo/fadason-service-apartments-4337
Ria Apartment @ Sri Ehsan,275000.0,275000.0,950.0,950.0,85.5085508550855,2,3,0,https://www.propertyguru.com.my/condo/ria-apartment-sri-ehsan-4463
Sri Ehsan Apartment,260450.0,257500.0,950.0,950.0,91.31981159280977,20,1,0,https://www.propertyguru.com.my/condo/sri-ehsan-apartment-4466
Seri Riana Residence,968334.35,950000.0,3280.0,3200.0,83.37675872850443,20,20,0,https://www.propertyguru.com.my/condo/seri-riana-residence-4637
Palace Court,503387.15,500000.0,1747.4,1749.5,86.60891089108911,20,20,0,https://www.propertyguru.com.my/condo/palace-court-4631
Pangsapuri Berembang Indah,230727.27272727274,239000.0,1026.923076923077,1000.0,103.5668420398525,11,13,0,https://www.propertyguru.com.my/condo/pangsapuri-berembang-indah-4628
Midah Ria Flat,191600.0,200000.0,816.6666666666666,800.0,99.00990099009901,5,3,0,https://www.propertyguru.com.my/condo/midah-ria-flat-4625
D'Suria Condominium @ Duta Suria,801722.2222222222,865000.0,2333.3333333333335,1800.0,51.50804097750815,18,9,0,https://www.propertyguru.com.my/condo/d-suria-condominium-duta-suria-4667
SAVILLE @ THE PARK Bangsar,1065560.0,830000.0,2277.4,2200.0,65.60897053560778,20,20,0,https://www.propertyguru.com.my/condo/saville-the-park-bangsar-4685
Seringin Residences,1519749.9,1525000.0,3729.8,3300.0,53.56273332251258,20,20,0,https://www.propertyguru.com.my/condo/seringin-residences-4691
Kiara Residence 1,553000.0,550000.0,1917.5,2150.0,96.75967596759678,20,20,0,https://www.propertyguru.com.my/condo/kiara-residence-1-4751
Kenny Hills Residence,6484440.0,4399400.0,10620.0,8250.0,46.41722071011483,20,20,0,https://www.propertyguru.com.my/condo/kenny-hills-residence-4754
Concerto North Kiara,1183646.0,1150000.0,3937.5,3900.0,83.94317692638828,20,20,0,https://www.propertyguru.com.my/condo/concerto-north-kiara-4811
The Court @ Central Residence,570530.0,547500.0,1632.5,1600.0,72.33600072336,20,20,0,https://www.propertyguru.com.my/condo/the-court-central-residence-4778
"The Veo, Kuala Lumpur",1555088.8,1050000.0,2405.0,1800.0,42.43281471004243,20,20,0,https://www.propertyguru.com.my/condo/the-veo-kuala-lumpur-4835
Puncak Desa Apartment,205893.4,200000.0,793.3333333333334,750.0,92.82178217821782,20,9,0,https://www.propertyguru.com.my/condo/puncak-desa-apartment-4868
Impiana Shop Apartment (Wangsa Permai),112000.0,118000.0,690.0,700.0,146.8367175700621,3,5,0,https://www.propertyguru.com.my/condo/impiana-shop-apartment-wangsa-permai-5006
Taman Megah Kepong (Jalan Udang Harimau),1251799.95,1200000.0,3050.0,2300.0,47.442244224422446,20,5,0,https://www.propertyguru.com.my/condo/taman-megah-kepong-jalan-udang-harimau-5027
Saujana Ria Aparment,165657.14285714287,170000.0,700.0,700.0,101.92195690157251,14,1,0,https://www.propertyguru.com.my/condo/saujana-ria-aparment-5123
Platinum Lake Condominium PV 15,480500.0,470000.0,1855.0,1800.0,94.79671371392458,20,20,0,https://www.propertyguru.com.my/condo/platinum-lake-condominium-pv-15-5177
Sri Saujana Apartment (Wangsa Permai),191000.0,199500.0,600.0,600.0,74.4435345790218,12,1,0,https://www.propertyguru.com.my/condo/sri-saujana-apartment-wangsa-permai-5126
Flat Taman Desa Cheras (Blok 1 3 5 7),140200.0,147900.0,716.6666666666666,700.0,117.15167459950862,4,3,0,https://www.propertyguru.com.my/condo/flat-taman-desa-cheras-blok-1-3-5-7-5288
Seksyen 2 Wangsa Maju Flat Block A,265600.0,250000.0,1000.0,850.0,84.15841584158416,5,5,0,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-a-5348
Seksyen 2 Wangsa Maju Flat Block C,238750.0,247500.0,856.0,900.0,90.00900090009002,4,5,0,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-c-5354
Seksyen 1 Wangsa Maju Flat Block D,240000.0,240000.0,810.0,800.0,82.5082508250825,2,5,0,https://www.propertyguru.com.my/condo/seksyen-1-wangsa-maju-flat-block-d-5378
Seksyen 2 Wangsa Maju Flat Block G,200000.0,200000.0,811.1111111111111,800.0,99.00990099009901,2,9,0,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-g-5366
Seksyen 2 Wangsa Maju Flat Block B,229666.66666666666,230000.0,1075.0,1075.0,115.69091691777874,6,2,0,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-b-5351
Seksyen 2 Wangsa Maju Flat Block F,212000.0,210000.0,850.0,850.0,100.18859028760018,4,2,0,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-f-5363
Seksyen 1 Wangsa Maju Flat Block C,333412.5714285714,200000.0,800.0,800.0,99.00990099009901,7,1,0,https://www.propertyguru.com.my/condo/seksyen-1-wangsa-maju-flat-block-c-5375
Seksyen 2 Wangsa Maju Flat Block E,235000.0,230000.0,933.3333333333334,850.0,91.47653895824365,13,3,0,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-e-5360
Seksyen 2 Wangsa Maju Flat Block D,225000.0,235000.0,900.0,900.0,94.79671371392458,9,14,0,https://www.propertyguru.com.my/condo/seksyen-2-wangsa-maju-flat-block-d-5357
Seksyen 1 Wangsa Maju Flat Block E,240000.0,240000.0,790.0,790.0,81.47689768976898,1,2,0,https://www.propertyguru.com.my/condo/seksyen-1-wangsa-maju-flat-block-e-5381
Seksyen 4 Wangsa Maju Flat Block B,207500.0,222500.0,900.0,850.0,94.56001779953276,4,5,0,https://www.propertyguru.com.my/condo/seksyen-4-wangsa-maju-flat-block-b-5390
Tiara Mutiara,429938.75,399999.5,1447.5,1500.0,92.82189820559057,20,20,0,https://www.propertyguru.com.my/condo/tiara-mutiara-5423
Danau Kota Flat,173209.16666666666,170000.0,854.2857142857143,850.0,123.76237623762377,18,7,0,https://www.propertyguru.com.my/condo/danau-kota-flat-5399
Seksyen 4 Wangsa Maju Flat Block A,207500.0,207500.0,890.0,850.0,101.39568173684839,2,5,0,https://www.propertyguru.com.my/condo/seksyen-4-wangsa-maju-flat-block-a-5387
Altitude 236 @ Bukit Manda'rina,812950.0,799500.0,2500.0,2400.0,74.3038656586109,20,20,0,https://www.propertyguru.com.my/condo/altitude-236-bukit-manda-rina-5414
The Sentral Residences @ KL Sentral,1756999.95,1675000.0,4360.0,4000.0,59.11038865080538,20,20,0,https://www.propertyguru.com.my/condo/the-sentral-residences-kl-sentral-5441
The BreezeWay Garden,2193400.0,1850000.0,4220.0,4000.0,53.51886540005352,20,20,0,https://www.propertyguru.com.my/condo/the-breezeway-garden-5435
Seri Ampang Hilir Residences,2123000.0,2200000.0,6516.666666666667,6650.0,74.81998199819981,15,6,0,https://www.propertyguru.com.my/condo/seri-ampang-hilir-residences-5456
Le Yuan Residence,864300.0,865000.0,6730.0,2800.0,80.12361929834601,20,20,0,https://www.propertyguru.com.my/condo/le-yuan-residence-5468
St Regis The Residences,4978205.0,4800000.0,17033.75,13000.0,67.03795379537954,20,20,0,https://www.propertyguru.com.my/condo/st-regis-the-residences-5444
OG Heights,379052.5789473684,340000.0,1353.4545454545455,1300.0,94.64181712288875,19,11,0,https://www.propertyguru.com.my/condo/og-heights-5480
Madge Mansions,6805919.35,5075000.0,15550.0,15500.0,75.59869287421354,20,10,0,https://www.propertyguru.com.my/condo/madge-mansions-5528
Soho Suites @ KLCC,948949.0,945000.0,2678.4,2650.0,69.41170307506941,20,20,0,https://www.propertyguru.com.my/condo/soho-suites-klcc-5570
Zeta Deskye Residence,520625.0,510000.0,1474.55,1474.0,71.53950689186566,16,20,0,https://www.propertyguru.com.my/condo/zeta-deskye-residence-5540
Desa Green Serviced Apartments,520500.0,540000.0,1677.5,1600.0,73.34066740007333,20,20,0,https://www.propertyguru.com.my/condo/desa-green-serviced-apartments-5579
Scenaria @ North Kiara Hills,878700.0,735000.0,2014.95,1850.0,62.302148582205156,20,20,0,https://www.propertyguru.com.my/condo/scenaria-north-kiara-hills-5582
Taman Pusat Kepong Shop Apartment,200592.53333333333,198000.0,844.5,850.0,106.26062606260625,15,20,0,https://www.propertyguru.com.my/condo/taman-pusat-kepong-shop-apartment-5597
Flat Taman Bukit Angkasa,232500.0,237500.0,1160.0,1200.0,125.06513809275665,6,5,0,https://www.propertyguru.com.my/condo/flat-taman-bukit-angkasa-5576
ViPod Residences @ KLCC,1570000.0,1535000.0,3560.0,3400.0,54.82632953849131,20,20,0,https://www.propertyguru.com.my/condo/vipod-residences-klcc-5573
Bukit Cheras Apartment (Block 8 & 10),176000.0,190000.0,750.0,750.0,97.70713913496613,5,2,0,https://www.propertyguru.com.my/condo/bukit-cheras-apartment-block-8-10-5621
Plaza Sinar Apartment,322285.71428571426,318000.0,1306.842105263158,1200.0,93.40556697179153,14,19,0,https://www.propertyguru.com.my/condo/plaza-sinar-apartment-5627
Desa Aman Flat (Cheras),984000.0,984000.0,750.0,750.0,18.866215889881673,2,1,0,https://www.propertyguru.com.my/condo/desa-aman-flat-cheras-5603
Platinum Hill PV 2,578050.0,525000.0,1827.5,1850.0,87.22300801508723,20,20,0,https://www.propertyguru.com.my/condo/platinum-hill-pv-2-5624
Bukit Cheras Apartment (Block 1 & 3),201153.84615384616,200000.0,733.3333333333334,700.0,86.63366336633663,13,3,0,https://www.propertyguru.com.my/condo/bukit-cheras-apartment-block-1-3-5618
Richmond @ Mont Kiara,768950.0,750000.0,3000.0,3000.0,99.00990099009901,20,2,0,https://www.propertyguru.com.my/condo/richmond-mont-kiara-5630
Platinum Lake PV16,503900.0,480000.0,1947.95,2000.0,103.13531353135315,20,20,0,https://www.propertyguru.com.my/condo/platinum-lake-pv16-5639
Nova I,312000.0,312000.0,1096.1538461538462,1100.0,87.26834221883728,2,13,0,https://www.propertyguru.com.my/condo/nova-i-5669
"NK Residences, North Kiara",690000.0,690000.0,2300.0,2300.0,82.5082508250825,1,1,0,https://www.propertyguru.com.my/condo/nk-residences-north-kiara-14473
Serene Mont Kiara,3766666.6666666665,4100000.0,16433.333333333332,14000.0,84.5206471866699,3,15,0,https://www.propertyguru.com.my/condo/serene-mont-kiara-14462
Residensi Kerinchi,461750.0,460000.0,2252.5,2350.0,126.45286267757211,20,20,0,https://www.propertyguru.com.my/condo/residensi-kerinchi-10150
Residensi Selayang Damai,280000.0,280000.0,1266.6666666666667,1200.0,106.08203677510608,1,3,0,https://www.propertyguru.com.my/condo/residensi-selayang-damai-16897
Apartment Dahlia,311000.0,310000.0,1150.0,1150.0,91.82369849888214,5,4,0,https://www.propertyguru.com.my/condo/apartment-dahlia-16418
Pangsapuri DBKL,195000.0,195000.0,815.0,815.0,103.45265295760346,4,2,0,https://www.propertyguru.com.my/condo/pangsapuri-dbkl-16512
Prima Tiara 1,346333.3333333333,349000.0,1100.0,1100.0,78.0163976283015,3,5,0,https://www.propertyguru.com.my/condo/prima-tiara-1-15309
Aman Putra Apartment,201750.0,202000.0,825.0,825.0,101.09303009508872,20,2,0,https://www.propertyguru.com.my/condo/aman-putra-apartment-1405
Quarza,1200000.0,1200000.0,2525.0,2500.0,51.567656765676574,2,4,0,https://www.propertyguru.com.my/condo/quarza-15299
"Impiana Sky Residensi, Bukit Jalil",501000.0,501000.0,1159.9,1100.0,54.346752040473504,1,20,0,https://www.propertyguru.com.my/condo/impiana-sky-residensi-bukit-jalil-15458
Villa Mutiara @ Mutiara Complex,502142.85714285716,270000.0,970.0,900.0,82.5082508250825,14,5,0,https://www.propertyguru.com.my/condo/villa-mutiara-mutiara-complex-5738
Residensi Solaris Parq,1256853.1578947369,1300000.0,2825.0,3000.0,57.12109672505712,20,4,1,https://www.propertyguru.com.my/condo/residensi-solaris-parq-9933
Mutiara Fadason,146500.0,141500.0,700.0,700.0,122.45040758492812,6,6,0,https://www.propertyguru.com.my/condo/mutiara-fadason-13517
Rimbun @ Embassy Row,9938839.105263159,5323000.0,16065.0,16250.0,75.56410347027564,20,20,1,https://www.propertyguru.com.my/condo/rimbun-embassy-row-5942
2 Hampshire,3487220.0,2325000.0,7990.0,8000.0,85.16980730331098,20,20,0,https://www.propertyguru.com.my/condo/2-hampshire-29
202 DC (Desa Cahaya),1145555.5555555555,1200000.0,3941.6666666666665,4000.0,82.5082508250825,18,12,0,https://www.propertyguru.com.my/condo/202-dc-desa-cahaya-30
Angkasa Condominiums,394799.85,385000.0,1454.9,1449.5,93.19146200334319,20,20,0,https://www.propertyguru.com.my/condo/angkasa-condominiums-187
The Pines,549000.0,545000.0,2083.3333333333335,2000.0,90.83477155054956,5,6,0,https://www.propertyguru.com.my/condo/the-pines-134
Angkasa Impian 2,510122.9,468000.0,2175.0,2350.0,124.29127528137428,20,20,0,https://www.propertyguru.com.my/condo/angkasa-impian-2-146
Palm Court Apartment,306000.0,306000.0,1612.5,1575.0,127.40244612696563,2,4,0,https://www.propertyguru.com.my/condo/palm-court-apartment-129
Segar Apartments,318100.0,350000.0,903.2666666666667,950.0,67.18528995756718,20,15,0,https://www.propertyguru.com.my/condo/segar-apartments-177
Segar Courts,583749.875,560000.0,1900.0,1900.0,83.98161244695898,8,3,0,https://www.propertyguru.com.my/condo/segar-courts-178
Sri Bahagia Court,378857.14285714284,290000.0,805.0,800.0,68.28269033799931,7,20,0,https://www.propertyguru.com.my/condo/sri-bahagia-court-247
Suria Kipark Damansara,344100.0,330000.0,1068.75,1100.0,82.5082508250825,20,16,0,https://www.propertyguru.com.my/condo/suria-kipark-damansara-315
One Residency,900295.0,994000.0,2910.0,2700.0,67.23509373070104,20,20,0,https://www.propertyguru.com.my/condo/one-residency-284
The Nomad SuCasa,543450.0,525000.0,1852.5,1750.0,82.5082508250825,20,20,0,https://www.propertyguru.com.my/condo/the-nomad-sucasa-257
Nadia Parkhomes,1776750.0,1925000.0,2788.8888888888887,2650.0,34.07483605503407,20,18,0,https://www.propertyguru.com.my/condo/nadia-parkhomes-323
Idaman Residence @ KLCC,1633400.0,1400000.0,4074.95,4000.0,70.72135785007072,20,20,0,https://www.propertyguru.com.my/condo/idaman-residence-klcc-266
Apartment Bustan Shamelin,329000.0,329000.0,1305.0,1300.0,97.80613319690632,2,10,0,https://www.propertyguru.com.my/condo/apartment-bustan-shamelin-213
1 Sentul,549800.0,550000.0,1726.2631578947369,1800.0,81.008100810081,20,19,0,https://www.propertyguru.com.my/condo/1-sentul-522
Anggun Puri,487450.0,470000.0,1334.75,1349.5,71.07120286496733,20,20,0,https://www.propertyguru.com.my/condo/anggun-puri-505
The Maple Condominium,996250.0,950000.0,4570.588235294118,3200.0,83.37675872850443,20,17,0,https://www.propertyguru.com.my/condo/the-maple-condominium-530
Amandari,591550.0,594500.0,1737.5,1725.0,71.82173221527368,20,4,0,https://www.propertyguru.com.my/condo/amandari-504
Changkat View Condominium,481250.0,450000.0,1405.0,1275.0,70.13201320132013,20,20,0,https://www.propertyguru.com.my/condo/changkat-view-condominium-506
Sri Suajaya Condominiums,342300.0,345000.0,1524.9166666666667,1750.0,125.556033864256,20,12,0,https://www.propertyguru.com.my/condo/sri-suajaya-condominiums-529
Kondo Bukit Robson,971850.0,999000.0,2210.5263157894738,2000.0,49.55450500004955,20,19,0,https://www.propertyguru.com.my/condo/kondo-bukit-robson-541
Waizuri 2,373333.3333333333,380000.0,1600.0,1600.0,104.22094841063053,3,3,0,https://www.propertyguru.com.my/condo/waizuri-2-592
Astana,2000000.0,2000000.0,8500.0,8500.0,105.1980198019802,1,1,0,https://www.propertyguru.com.my/condo/astana-595
Dorchester Apartment,428500.0,440500.0,1260.0,1200.0,67.43012553241704,8,15,0,https://www.propertyguru.com.my/condo/dorchester-apartment-593
Mont Kiara Pines,862849.95,805000.0,3050.0,3000.0,92.24524936965746,20,20,0,https://www.propertyguru.com.my/condo/mont-kiara-pines-602
"Teratai Mewah (Block 15,17,19,21)",221875.0,219000.0,900.0,875.0,98.89687598896876,8,10,0,https://www.propertyguru.com.my/condo/teratai-mewah-block-15-17-19-21-589
Mayfair Apartment (Sri Hartamas),283076.92307692306,290000.0,1206.6666666666667,1200.0,102.42403550699898,13,15,0,https://www.propertyguru.com.my/condo/mayfair-apartment-sri-hartamas-594
Menara Hartamas,1180000.0,1180000.0,2318.3333333333335,2200.0,46.14868266487665,1,3,0,https://www.propertyguru.com.my/condo/menara-hartamas-600
Endah Regal Condominium,351850.0,350000.0,1445.0,1500.0,106.08203677510608,20,20,0,https://www.propertyguru.com.my/condo/endah-regal-condominium-606
Petaling Indah Condominiums,269094.35,266500.0,1074.9,1100.0,102.16781528058998,20,20,0,https://www.propertyguru.com.my/condo/petaling-indah-condominiums-608
Melawati Hillside Apartment,374000.0,360000.0,1237.5,1250.0,85.94609460946094,20,8,0,https://www.propertyguru.com.my/condo/melawati-hillside-apartment-620
Desa View Towers Apartment,275517.75,268000.0,1117.8181818181818,1050.0,96.97798138022759,20,11,0,https://www.propertyguru.com.my/condo/desa-view-towers-apartment-619
Seri Duta I,1288315.7894736843,1250000.0,4300.0,4300.0,85.14851485148515,19,4,0,https://www.propertyguru.com.my/condo/seri-duta-i-616
Endah Ria,344799.85,320000.0,1377.5,1300.0,100.5569306930693,20,20,0,https://www.propertyguru.com.my/condo/endah-ria-610
Desa Permai,616898.9090909091,610000.0,1875.0,1950.0,79.12676513552995,11,8,0,https://www.propertyguru.com.my/condo/desa-permai-614
Seri Duta II,1383333.3333333333,1380000.0,7000.0,7000.0,125.556033864256,3,1,0,https://www.propertyguru.com.my/condo/seri-duta-ii-617
Kemensah Villa Condominium,426700.0,440000.0,1375.0,1350.0,75.94509450945095,20,4,0,https://www.propertyguru.com.my/condo/kemensah-villa-condominium-621
Riana Green East,804650.0,740000.0,3412.5,2950.0,98.67540808134866,20,20,0,https://www.propertyguru.com.my/condo/riana-green-east-636
Metroview Condominium,449650.0,420000.0,1435.0,1400.0,82.5082508250825,20,20,0,https://www.propertyguru.com.my/condo/metroview-condominium-635
The Plaza Condominium,1499166.6666666667,1450000.0,3885.714285714286,4000.0,68.28269033799931,12,7,0,https://www.propertyguru.com.my/condo/the-plaza-condominium-632
The Residence Condominium,1362500.0,1325000.0,3500.0,3500.0,65.38389688025406,4,1,0,https://www.propertyguru.com.my/condo/the-residence-condominium-633
Villa Wangsamas,495250.0,487500.0,1780.0,1800.0,91.3937547600914,20,20,0,https://www.propertyguru.com.my/condo/villa-wangsamas-637
Desa Dua Aman Puri,271849.95,270000.0,982.45,874.5,80.17051705170518,20,20,0,https://www.propertyguru.com.my/condo/desa-dua-aman-puri-1555
Mutiara Magna,199349.95,200000.0,796.75,800.0,99.00990099009901,20,16,0,https://www.propertyguru.com.my/condo/mutiara-magna-1556
Suria Jelatek Residence,492619.04761904763,490000.0,1910.0,1950.0,98.50474843402708,21,20,0,https://www.propertyguru.com.my/condo/suria-jelatek-residence-1564
The Park Residences,1523044.4,1300000.0,4585.0,4500.0,85.68164508758568,20,20,0,https://www.propertyguru.com.my/condo/the-park-residences-1561
Mandy Court,309909.0909090909,300000.0,1050.0,1050.0,86.63366336633663,11,1,0,https://www.propertyguru.com.my/condo/mandy-court-1557
Pangsapuri Sentul Utara,170000.0,170000.0,1100.0,1100.0,160.16307513104252,2,2,0,https://www.propertyguru.com.my/condo/pangsapuri-sentul-utara-1558
i-Zen Kiara II,1069150.0,924500.0,4450.0,4800.0,128.51474438952818,20,20,0,https://www.propertyguru.com.my/condo/i-zen-kiara-ii-1559
Kiara Designer Suites,714400.0,695000.0,2747.5,2750.0,97.94144882114111,20,20,0,https://www.propertyguru.com.my/condo/kiara-designer-suites-1565
The Troika,4616590.0,2890000.0,8215.0,8250.0,70.6601802048717,20,20,0,https://www.propertyguru.com.my/condo/the-troika-1570
The Binjai,8053500.0,7000000.0,12350.0,12750.0,45.08486562942009,20,20,0,https://www.propertyguru.com.my/condo/the-binjai-1572
Sunway Vivaldi,2773600.0,3090000.0,10425.0,10250.0,82.10772533564037,20,20,0,https://www.propertyguru.com.my/condo/sunway-vivaldi-1575
Titiwangsa Sentral,663183.2,568888.0,1762.5,1800.0,78.31850108552923,20,20,0,https://www.propertyguru.com.my/condo/titiwangsa-sentral-1580
Binjai 8,1101625.0,1000000.0,2725.0,2500.0,61.881188118811885,20,20,0,https://www.propertyguru.com.my/condo/binjai-8-1573
Parkview Service Apartment,537800.0,525000.0,1789.85,1749.5,82.48467703913248,20,20,0,https://www.propertyguru.com.my/condo/parkview-service-apartment-1578
Verticas Residensi,1493100.0,1570000.0,4910.0,4500.0,70.94658510437031,20,20,0,https://www.propertyguru.com.my/condo/verticas-residensi-1568
St Mary Residences,2097000.0,1900000.0,4975.0,4750.0,61.881188118811885,20,20,0,https://www.propertyguru.com.my/condo/st-mary-residences-1567
Cormar Suite,780541.8,787500.0,2225.85,1954.0,61.41757032846142,20,20,0,https://www.propertyguru.com.my/condo/cormar-suite-1569
Panorama (KLCC),1313950.0,1475000.0,4224.85,4200.0,70.4816244336298,20,20,0,https://www.propertyguru.com.my/condo/panorama-klcc-1571
One KL,3838585.7,3912500.0,12550.0,13000.0,82.24464618985861,20,20,0,https://www.propertyguru.com.my/condo/one-kl-1587
Continental Heights,554993.7777777778,499500.0,2500.0,2500.0,123.8862625001239,18,1,0,https://www.propertyguru.com.my/condo/continental-heights-1592
Bintang Goldhill,1531437.5,1004000.0,2724.4,2450.0,60.40195653031439,16,20,0,https://www.propertyguru.com.my/condo/bintang-goldhill-1588
One Menerung,7316200.0,6475000.0,14562.5,13925.0,53.23215719255323,20,20,0,https://www.propertyguru.com.my/condo/one-menerung-1586
1 Petaling,331849.8,312500.0,1328.7368421052631,1350.0,106.93069306930693,20,19,0,https://www.propertyguru.com.my/condo/1-petaling-1590
Ceriaan Kiara,1004800.0,920000.0,3550.0,3500.0,94.167025398192,20,20,0,https://www.propertyguru.com.my/condo/ceriaan-kiara-1589
Maytower,368700.0,335000.0,1282.45,1300.0,96.05438155755876,20,20,0,https://www.propertyguru.com.my/condo/maytower-1585
Aston Kiara 3,876923.0769230769,610000.0,1967.5,2275.0,92.31455932478495,13,20,0,https://www.propertyguru.com.my/condo/aston-kiara-3-1582
Platinum Hill PV 3,403349.95,398999.5,1392.1052631578948,1400.0,86.85089917790536,20,19,0,https://www.propertyguru.com.my/condo/platinum-hill-pv-3-1595
Pantai Hillpark 2,456450.0,450000.0,1742.5,1750.0,96.25962596259626,20,20,0,https://www.propertyguru.com.my/condo/pantai-hillpark-2-1632
Pantai Hillpark 5,403571.8,389999.5,1744.1176470588234,1700.0,107.89554325272745,20,17,0,https://www.propertyguru.com.my/condo/pantai-hillpark-5-1634
Hampshire Place,1172000.0,1150000.0,3590.0,2950.0,63.49547998278089,20,20,0,https://www.propertyguru.com.my/condo/hampshire-place-1631
Pantai Hillpark 3,700000.0,670000.0,2166.6666666666665,2200.0,81.2767843948574,8,9,0,https://www.propertyguru.com.my/condo/pantai-hillpark-3-1633
Damansara Sutera,333461.53846153844,335000.0,1200.0,1100.0,81.2767843948574,13,8,0,https://www.propertyguru.com.my/condo/damansara-sutera-1657
Mutiara Residency,1166832.142857143,1210000.0,2064.85,1950.0,39.8903526716308,14,20,0,https://www.propertyguru.com.my/condo/mutiara-residency-1652
Apartmen Bukit Sri Bintang,238833.33333333334,240000.0,900.0,900.0,92.82178217821782,6,1,0,https://www.propertyguru.com.my/condo/apartmen-bukit-sri-bintang-1663
Desa Angkasa,1401000.0,1330000.0,3670.0,3400.0,63.277004392168536,20,20,0,https://www.propertyguru.com.my/condo/desa-angkasa-1679
Quadro Residences,2315390.0,2225000.0,6946.15,7000.0,77.87295583490933,20,20,0,https://www.propertyguru.com.my/condo/quadro-residences-1667
Camellia Serviced Suites,725400.0,597500.0,2165.0,1900.0,78.71079995028792,20,20,0,https://www.propertyguru.com.my/condo/camellia-serviced-suites-1689
Belvedere Condominium,1150000.0,1150000.0,3750.0,3750.0,80.71459319845027,1,2,0,https://www.propertyguru.com.my/condo/belvedere-condominium-1684
Lumayan Apartment (Bdr Tasik Permaisuri),354357.14285714284,359500.0,1224.857142857143,1200.0,82.62300499869181,14,14,0,https://www.propertyguru.com.my/condo/lumayan-apartment-bdr-tasik-permaisuri-1692
Platinum Victory Lake City PV 13,552150.0,535000.0,1985.0,2000.0,92.53261774775609,20,20,0,https://www.propertyguru.com.my/condo/platinum-victory-lake-city-pv-13-1678
Sri Bukit Tunku,3778000.0,990000.0,3566.6666666666665,3500.0,87.50875087508751,5,9,0,https://www.propertyguru.com.my/condo/sri-bukit-tunku-1686
Plaza Menjalara,528350.0,560000.0,1665.5,1699.5,75.11934229137199,20,16,0,https://www.propertyguru.com.my/condo/plaza-menjalara-1699
Kristal Court Robson Heights,630000.0,630000.0,1800.0,1800.0,70.72135785007072,1,1,0,https://www.propertyguru.com.my/condo/kristal-court-robson-heights-1701
Desa Eight,3741166.6666666665,2580000.0,9000.0,9000.0,86.34584388671425,6,1,0,https://www.propertyguru.com.my/condo/desa-eight-1709
Sri Langit Kondominium,2168571.4285714286,2100000.0,6375.0,6000.0,70.72135785007072,7,12,0,https://www.propertyguru.com.my/condo/sri-langit-kondominium-1708
Villa Puteri,1859300.0,530000.0,1857.25,1800.0,84.06501027461236,20,20,0,https://www.propertyguru.com.my/condo/villa-puteri-1718
The Vistana Residences,546400.0,520000.0,1764.95,1775.0,84.49162223914699,20,20,0,https://www.propertyguru.com.my/condo/the-vistana-residences-1719
The Palladium Condominium,490357.14285714284,450000.0,1712.5,1800.0,99.00990099009901,14,8,0,https://www.propertyguru.com.my/condo/the-palladium-condominium-1721
Kondominium Bistari Begonia,436666.6666666667,430000.0,1900.0,1900.0,109.37140225650472,3,4,0,https://www.propertyguru.com.my/condo/kondominium-bistari-begonia-1714
Kirana Residence,2896000.0,2000000.0,10300.0,8500.0,105.1980198019802,20,17,0,https://www.propertyguru.com.my/condo/kirana-residence-1725
Menara City One Condominium,922142.8571428572,700000.0,2080.0,2000.0,70.72135785007072,7,5,0,https://www.propertyguru.com.my/condo/menara-city-one-condominium-1722
